time_interval,epoch,total_B_gen,total_B_adm,total_B_drop,total_N_gen,total_N_adm,total_N_drop,drop_ratio,P_q_max,P_q_mean,P_q_std,fairness_P,fairness_B,imbalance_B,lat_n,lat_mean_ns,lat_p50_ns,lat_p95_ns,lat_p99_ns,lat_p999_ns,lat_max_ns,handoffs_committed,handoffs_pending,released_buffered_bytes,released_buffered_pkts,released_buffered_pkts_dropped_at_dst,handoff_buffer_overflow_pkts,pcie_drop_pkts,pcie_accept_pkts,pcie_accept_bytes,pcie_fifo_peak_bytes,P_q[0],B_q_gen[0],B_q_drop[0],K_q[0],P_q[1],B_q_gen[1],B_q_drop[1],K_q[1],P_q[2],B_q_gen[2],B_q_drop[2],K_q[2],P_q[3],B_q_gen[3],B_q_drop[3],K_q[3]
113,113,1480500.0,1336500.0,144000.0,987,891,96,0.09726443768996955,0.41335010116906457,0.10465588466726614,0.17822806007152298,0.25639969131468476,0.8293482147417889,0.24240121580547092,891,569681.394467309,17302.076415896416,1576120.911525242,1584643.9382438243,1587535.715646634,1587697.6951184869,0,0,0.0,0,0,0,0,891,1336500.0,16984.0,0.41335010116906457,625500.0,144000.0,321,0.0029296875,361500.0,0.0,243,0.0,154500.0,0.0,103,0.00234375,339000.0,0.0,228
114,114,1401000.0,1276500.0,124500.0,934,851,83,0.08886509635974298,0.39946169969512174,0.10103729992378042,0.17229806437384082,0.25588534448603123,0.807097337665702,0.2623126338329762,851,603601.8810925052,18193.019228503108,1566297.3882387206,1571429.7124198452,1573455.574510654,1573871.6935817152,0,0,0.0,0,0,0,0,851,1276500.0,19892.0,0.39946169969512174,615000.0,124500.0,327,0.00234375,343500.0,0.0,230,0.0,138000.0,0.0,92,0.00234375,304500.0,0.0,203
115,115,1344000.0,1209000.0,135000.0,896,806,90,0.1004464285714285,0.4060899849397589,0.10254788685993972,0.17525223432203746,0.2550635375532296,0.7631040644842402,0.30301339285714257,806,634745.8349061814,18482.975079342723,1571356.728584092,1576341.3813711181,1580600.3781329277,1581101.9986616373,0,0,0.0,0,0,0,0,806,1209000.0,19416.0,0.4060899849397589,622500.0,135000.0,326,0.00234375,345000.0,0.0,230,0.0,103500.0,0.0,69,0.0017578124999999998,273000.0,0.0,183
116,116,1368000.0,1210500.0,157500.0,912,807,105,0.11513157894736835,0.41973386390186895,0.10620299722546724,0.18102094105875227,0.25606650397830893,0.7569291252593644,0.30701754385964897,807,630657.1355428231,18693.32949383557,1572267.5709060417,1575480.5895946214,1578230.0229882144,1578457.016711846,0,0,0.0,0,0,0,0,807,1210500.0,22124.0,0.41973386390186895,642000.0,157500.0,324,0.0033203125,346500.0,0.0,230,0.0,106500.0,0.0,71,0.0017578124999999998,273000.0,0.0,182
117,117,1450500.0,1222500.0,228000.0,967,815,152,0.15718717683557384,0.4570426908995814,0.11528606334989534,0.19731603587502033,0.2544961745314077,0.7190492228855814,0.33790072388831405,815,629746.1028474085,19013.1988119483,1567760.979660368,1570936.0764158901,1572609.1840198834,1572775.1042324752,0,0,0.0,0,0,0,0,815,1222500.0,17240.0,0.4570426908995814,717000.0,228000.0,325,0.0029296875,366000.0,0.0,244,0.0,94500.0,0.0,63,0.001171875,273000.0,0.0,183
118,118,1464000.0,1248000.0,216000.0,976,832,144,0.1475409836065573,0.4502618018617019,0.11300490359042548,0.19471580180328882,0.25195478106654934,0.7275571306366858,0.3360655737704916,832,617638.4932024714,18688.43129401654,1569559.81428539,1575895.064732362,1583218.1346051951,1585963.5468477905,0,0,0.0,0,0,0,0,832,1248000.0,17764.0,0.4502618018617019,705000.0,216000.0,327,0.001171875,396000.0,0.0,267,0.0,90000.0,0.0,60,0.0005859375,273000.0,0.0,183
119,119,1390500.0,1182000.0,208500.0,927,788,139,0.14994606256742168,0.44718850590128734,0.11209009522532185,0.193469305488782,0.25131224451355877,0.708902685704292,0.3406148867313914,788,661759.0527222542,19146.517751559615,1591991.06877098,1597907.6125801078,1600825.4025890091,1601475.9505088478,0,0,0.0,0,0,0,0,788,1182000.0,16980.0,0.44718850590128734,699000.0,208500.0,326,0.0005859375,327000.0,0.0,219,0.0,82500.0,0.0,55,0.0005859375,282000.0,0.0,188
120,120,1371000.0,1146000.0,225000.0,914,764,150,0.16411378555798675,0.4574285810085834,0.11465011400214586,0.19790338476527747,0.25128284972632087,0.6997601002486112,0.34737417943107185,764,658103.9107712451,19153.295623108745,1587751.8396343528,1593853.7502721385,1596321.6498337362,1597243.0175011903,0,0,0.0,0,0,0,0,764,1146000.0,15148.0,0.4574285810085834,699000.0,225000.0,318,0.0005859375,319500.0,0.0,213,0.0,79500.0,0.0,53,0.0005859375,273000.0,0.0,182
121,121,1305000.0,1176000.0,129000.0,870,784,86,0.09885057471264361,0.40182986953883476,0.1009945767597087,0.17368823408848835,0.2526773571309227,0.7398884839764143,0.3224137931034481,784,652331.0809662294,19557.100636921823,1566643.5974945747,1574011.7713236974,1577851.4350689244,1580661.2835737765,0,0,0.0,0,0,0,0,784,1176000.0,20460.0,0.40182986953883476,618000.0,129000.0,325,0.0015625,336000.0,0.0,223,0.0,78000.0,0.0,52,0.0005859375,273000.0,0.0,182
122,122,1471500.0,1252500.0,219000.0,981,835,146,0.14882772680937809,0.4523847820378149,0.11324267988445373,0.19580393008856065,0.25064982193219715,0.7246759759877348,0.32798165137614643,835,625973.8574624177,18602.03708460927,1577330.8149928942,1582264.7678682506,1586667.6731301434,1587372.7153826058,0,0,0.0,0,0,0,0,835,1252500.0,19228.0,0.4523847820378149,714000.0,219000.0,328,0.0005859375,351000.0,0.0,235,0.0,78000.0,0.0,52,0.0,328500.0,0.0,220
123,123,1473000.0,1234500.0,238500.0,982,823,159,0.1619144602851323,0.46326685855263133,0.11620733963815784,0.20037592201681884,0.2516885396847394,0.7269139152721242,0.3350305498981667,823,607368.1013244407,18565.615349397063,1577709.718051058,1584707.0691445335,1588452.0849278772,1588653.9435960054,0,0,0.0,0,0,0,0,823,1234500.0,16100.0,0.46326685855263133,712500.0,238500.0,320,0.0015625,388500.0,0.0,258,0.0,90000.0,0.0,60,0.0,282000.0,0.0,188
124,124,1479000.0,1294500.0,184500.0,986,863,123,0.12474645030425956,0.4328694842706011,0.10851033981765028,0.18726945046799814,0.25135591888088515,0.7644059907283351,0.30628803245436087,863,599468.8150542676,18371.197554513812,1580690.2378522246,1585713.192387354,1589093.4716793504,1589167.740830496,0,0,0.0,0,0,0,0,863,1294500.0,18084.0,0.4328694842706011,673500.0,184500.0,326,0.001171875,405000.0,0.0,270,0.0,106500.0,0.0,71,0.0,294000.0,0.0,196
125,125,1441500.0,1239000.0,202500.0,961,826,135,0.14047866805411022,0.4432783501637553,0.11096607191593882,0.19186073242122886,0.25066317147952755,0.7337708049286665,0.3249219562955252,826,619848.7791608924,18362.516301468015,1580671.4604486264,1587372.6328550763,1590295.380832486,1591670.5586275607,0,0,0.0,0,0,0,0,826,1239000.0,13696.0,0.4432783501637553,687000.0,202500.0,323,0.0005859375,361500.0,0.0,242,0.0,78000.0,0.0,52,0.0,315000.0,0.0,210
126,126,1479000.0,1258500.0,220500.0,986,839,147,0.1490872210953346,0.4510328389830506,0.11314883474576265,0.19507846372041227,0.25173433952013,0.723183627805119,0.34178498985801187,839,609124.2924280731,19171.693825662136,1566705.6613743007,1571920.2321410144,1574824.300023687,1574969.4500156194,0,0,0.0,0,0,0,0,839,1258500.0,16452.0,0.4510328389830506,708000.0,220500.0,326,0.0015625,412500.0,0.0,274,0.0,78000.0,0.0,52,0.0,280500.0,0.0,187
127,127,1459500.0,1257000.0,202500.0,973,838,135,0.13874614594039045,0.44210647516375523,0.11077075941593881,0.1912971801214679,0.2511067041543382,0.7413533610852698,0.32451181911613536,838,605748.6401557453,18666.32087637484,1565418.4914667204,1572283.3541089017,1577178.0579020013,1578044.5349991918,0,0,0.0,0,0,0,0,838,1257000.0,17588.0,0.44210647516375523,687000.0,202500.0,324,0.0,393000.0,0.0,264,0.0,90000.0,0.0,60,0.0009765625,289500.0,0.0,192
128,128,1489500.0,1320000.0,169500.0,993,880,113,0.11379657603222551,0.42324262838600424,0.10581065709650106,0.18326943407338822,0.25000354407482467,0.7662632457484606,0.3074018126888216,880,598015.9663782188,18699.562035739422,1590220.6601344398,1596214.753558006,1598131.3053421858,1598908.9034350812,0,0,0.0,0,0,0,0,880,1320000.0,17172.0,0.42324262838600424,664500.0,169500.0,329,0.0,432000.0,0.0,288,0.0,100500.0,0.0,67,0.0,292500.0,0.0,196
129,129,1452000.0,1267500.0,184500.0,968,845,123,0.12706611570247925,0.43364580367312044,0.10889973216828011,0.18749392728517877,0.2522542525872669,0.7515190401334574,0.3181818181818179,845,599662.382623691,18895.384871929884,1594942.209190616,1600642.458296284,1604504.8066747256,1604759.1428556442,0,0,0.0,0,0,0,0,845,1267500.0,14664.0,0.43364580367312044,658500.0,184500.0,319,0.001953125,411000.0,0.0,272,0.0,78000.0,0.0,52,0.0,304500.0,0.0,203
130,130,1374000.0,1192500.0,181500.0,916,795,121,0.13209606986899555,0.4311000987584648,0.1077750246896162,0.18667181854940543,0.2500034794783943,0.7299236545595,0.3302401746724888,795,644804.3374552866,18895.112216487527,1587429.6470273584,1593566.0491764897,1597523.8298412745,1598301.1595068574,0,0,0.0,0,0,0,0,795,1192500.0,19676.0,0.4311000987584648,664500.0,181500.0,321,0.0,351000.0,0.0,236,0.0,85500.0,0.0,57,0.0,273000.0,0.0,182
131,131,1365000.0,1212000.0,153000.0,910,808,102,0.11208791208791201,0.4158120598591547,0.10639442121478868,0.17864413643972782,0.261828738686648,0.7441749282874541,0.3208791208791206,808,634485.2192434446,18516.514025710523,1578914.9743121602,1584596.1990998816,1587657.0404044273,1589122.866471693,0,0,0.0,0,0,0,0,808,1212000.0,16372.0,0.4158120598591547,639000.0,153000.0,322,0.00390625,361500.0,0.0,237,0.001953125,81000.0,0.0,52,0.00390625,283500.0,0.0,185
132,132,1438500.0,1257000.0,181500.0,959,838,121,0.1261730969760166,0.43599799502212366,0.1119291862555309,0.18710870656997694,0.263540590580995,0.7486795874972729,0.3146506777893636,838,629850.5621690387,18624.60191050172,1589391.0921718045,1594644.2881711607,1597217.0239888781,1598575.3447380364,0,0,0.0,0,0,0,0,838,1257000.0,17396.0,0.43599799502212366,678000.0,181500.0,324,0.0052734375,367500.0,0.0,242,0.001171875,99000.0,0.0,66,0.0052734375,294000.0,0.0,193
133,133,1371000.0,1228500.0,142500.0,914,819,95,0.10393873085339161,0.41414836201690797,0.10573435612922699,0.1780662834607781,0.26067716158283744,0.7667560026433659,0.30470459518599546,819,621948.5716299929,18778.03648391366,1593161.7654432417,1601136.458676841,1603990.5925095282,1604322.4496645033,0,0,0.0,0,0,0,0,819,1228500.0,17204.0,0.41414836201690797,621000.0,142500.0,319,0.0041015625,378000.0,0.0,252,0.001171875,99000.0,0.0,66,0.0035156249999999997,273000.0,0.0,183
134,134,1458000.0,1242000.0,216000.0,972,828,144,0.14814814814814806,0.45392050026824005,0.11577504694206002,0.19523502815928978,0.26016520173039703,0.7249590246956777,0.3389917695473248,828,614629.1346714778,18555.522733971477,1573883.9986080616,1578971.577567038,1584049.5557948863,1587107.1199631393,0,0,0.0,0,0,0,0,828,1242000.0,14596.0,0.45392050026824005,699000.0,216000.0,322,0.005078125,397500.0,0.0,264,0.0005859375,78000.0,0.0,53,0.0035156249999999997,283500.0,0.0,189
135,135,1396500.0,1209000.0,187500.0,931,806,125,0.13426423200859283,0.4377170138888887,0.11104058159722217,0.18861142853098564,0.2573896494308634,0.7258696926555565,0.33431793770139606,806,632948.5488780282,18894.445215299726,1564668.7759670466,1571098.5493525355,1573929.5652770884,1573934.1416620016,0,0,0.0,0,0,0,0,806,1209000.0,17920.0,0.4377170138888887,675000.0,187500.0,326,0.0035156249999999997,360000.0,0.0,242,0.0,78000.0,0.0,53,0.0029296875,283500.0,0.0,190
136,136,1357500.0,1231500.0,126000.0,905,821,84,0.09281767955801098,0.4012671493902437,0.10217225609756093,0.17268507598936753,0.25929831168474216,0.760550811415157,0.31077348066298316,821,623194.9839247545,18737.737956255674,1565107.1596704423,1572304.0835476338,1575025.5583296132,1575183.5115533173,0,0,0.0,0,0,0,0,821,1231500.0,18592.0,0.4012671493902437,615000.0,126000.0,326,0.0035156249999999997,381000.0,0.0,254,0.0009765625,88500.0,0.0,58,0.0029296875,273000.0,0.0,182
137,137,1455000.0,1285500.0,169500.0,970,857,113,0.11649484536082466,0.4272372159090907,0.10827414772727267,0.18415729725643323,0.2568813357343186,0.7717406282193453,0.29948453608247405,857,601888.4321140724,18483.94091156125,1570729.1896279217,1576541.7717144727,1578845.1481508089,1580988.1504123807,0,0,0.0,0,0,0,0,857,1285500.0,18524.0,0.4272372159090907,660000.0,169500.0,327,0.0029296875,394500.0,0.0,264,0.0,115500.0,0.0,78,0.0029296875,285000.0,0.0,190
138,138,1489500.0,1276500.0,213000.0,993,851,142,0.14300100704934532,0.45060270252145895,0.11411551938036474,0.1942746474733233,0.25652341731815514,0.7582775803995755,0.2998489425981872,851,600007.0490611135,17980.3371219635,1572078.34094809,1578314.370878309,1580852.3429559527,1582851.854086399,0,0,0.0,0,0,0,0,851,1276500.0,16836.0,0.45060270252145895,699000.0,213000.0,325,0.0029296875,352500.0,0.0,235,0.0,112500.0,0.0,75,0.0029296875,325500.0,0.0,217
139,139,1495500.0,1255500.0,240000.0,997,837,160,0.1604814443329989,0.4628512409979421,0.11712882587448553,0.199604139823265,0.256141005322736,0.7330947232408098,0.32021063189568677,837,623293.9362679566,18367.407882153988,1595722.2268214165,1602707.6308746254,1605850.8687434485,1607647.8779189289,0,0,0.0,0,0,0,0,837,1255500.0,15368.0,0.4628512409979421,729000.0,240000.0,326,0.0029296875,351000.0,0.0,234,0.0009765625,103500.0,0.0,68,0.0017578124999999998,312000.0,0.0,210
140,140,1432500.0,1191000.0,241500.0,955,794,161,0.16858638743455487,0.4653645833333331,0.11736653645833327,0.20091861721164198,0.2544172478100742,0.7105455469025115,0.33638743455497355,794,640292.2406734033,18578.66271685064,1589657.9512962655,1597528.428107183,1601329.2298861863,1603020.7999224067,0,0,0.0,0,0,0,0,794,1191000.0,15044.0,0.4653645833333331,720000.0,241500.0,320,0.00234375,327000.0,0.0,219,0.0,87000.0,0.0,59,0.0017578124999999998,298500.0,0.0,199
141,141,1450500.0,1219500.0,231000.0,967,813,154,0.15925542916235771,0.4594209558823527,0.11597828584558818,0.19828913880023574,0.25490120649388737,0.7177951738050423,0.33117890382626647,813,627694.6330974181,18965.65926516056,1578107.6106595814,1583393.4407584595,1588106.8689349857,1588498.0070392191,0,0,0.0,0,0,0,0,813,1219500.0,19000.0,0.4594209558823527,714000.0,231000.0,322,0.0017578124999999998,336000.0,0.0,225,0.0,78000.0,0.0,52,0.002734375,322500.0,0.0,214
142,142,1416000.0,1192500.0,223500.0,944,795,149,0.15783898305084734,0.4561380979122619,0.11447397760306548,0.19726030694726526,0.2519295770118691,0.7136395669165225,0.33262711864406747,795,651833.3544481016,18916.852598130703,1595626.299520576,1600465.2829002785,1603280.0224006525,1604112.831791401,0,0,0.0,0,0,0,0,795,1192500.0,15188.0,0.4561380979122619,709500.0,223500.0,323,0.0005859375,319500.0,0.0,215,0.0,88500.0,0.0,59,0.001171875,298500.0,0.0,201
143,143,1456500.0,1239000.0,217500.0,971,826,145,0.14933058702368682,0.45365778550215957,0.1143421807505399,0.19590601654936574,0.2540982028069337,0.7405123041591922,0.31694129763130774,826,613685.2738264733,18779.433460742235,1588891.7088660523,1596145.60159681,1599557.7905136852,1601112.1769493818,0,0,0.0,0,0,0,0,826,1239000.0,15848.0,0.45365778550215957,694500.0,217500.0,320,0.0025390624999999997,354000.0,0.0,234,0.0,91500.0,0.0,61,0.001171875,316500.0,0.0,211
144,144,1422000.0,1249500.0,172500.0,948,833,115,0.12130801687763705,0.42864925986842084,0.10745528371710522,0.18544158287474152,0.2513690380442131,0.7664199215418728,0.29272151898734156,833,611419.385967855,18285.52840280533,1576029.0276513516,1583668.1327427565,1587570.5892458656,1588733.3316926658,0,0,0.0,0,0,0,0,833,1249500.0,18832.0,0.42864925986842084,655500.0,172500.0,322,0.0005859375,337500.0,0.0,227,0.0,105000.0,0.0,70,0.0005859375,324000.0,0.0,217
145,145,1438500.0,1279500.0,159000.0,959,853,106,0.11053180396246083,0.4194542125870067,0.10540066252175169,0.18131976074458417,0.252564751010176,0.7717956851726905,0.2906673618352449,853,608067.9086647655,18146.632919371128,1590211.0285676182,1595760.4654960048,1599360.8249289473,1599799.266078025,0,0,0.0,0,0,0,0,853,1279500.0,17012.0,0.4194542125870067,646500.0,159000.0,326,0.0015625,357000.0,0.0,237,0.0,94500.0,0.0,63,0.0005859375,340500.0,0.0,227
146,146,1437000.0,1240500.0,196500.0,958,827,131,0.13674321503131515,0.4417781702394207,0.11073751130985518,0.1911265632383403,0.25132832577621333,0.74274384124826,0.31576200417536504,827,607282.2163574244,18196.864726006985,1578081.9839669704,1587012.3552937554,1592107.530607099,1592642.1069515347,0,0,0.0,0,0,0,0,827,1240500.0,19268.0,0.4417781702394207,673500.0,196500.0,319,0.0005859375,357000.0,0.0,239,0.0,78000.0,0.0,52,0.0005859375,328500.0,0.0,219
147,147,1410000.0,1249500.0,160500.0,940,833,107,0.11382978723404248,0.4188869432471262,0.10486822018678156,0.18129895209646268,0.2507017873904538,0.7527072244900741,0.31117021276595724,833,620948.9249432804,18559.62709003687,1577036.428363943,1586940.9122506643,1589827.8718069298,1590061.873456031,0,0,0.0,0,0,0,0,833,1249500.0,19596.0,0.4188869432471262,652500.0,160500.0,328,0.0005859375,363000.0,0.0,242,0.0,85500.0,0.0,57,0.0,309000.0,0.0,207
148,148,1426500.0,1215000.0,211500.0,951,810,141,0.14826498422712925,0.44751134072580623,0.11187783518145156,0.19377809477509095,0.25000335187785266,0.7322160115807234,0.31572029442691885,810,638587.3437889409,18385.233733162284,1591095.8536099538,1596292.223602804,1599110.6044989522,1599636.1832756102,0,0,0.0,0,0,0,0,810,1215000.0,15508.0,0.44751134072580623,697500.0,211500.0,324,0.0,318000.0,0.0,213,0.0,99000.0,0.0,66,0.0,312000.0,0.0,208
149,149,1452000.0,1207500.0,244500.0,968,805,163,0.168388429752066,0.46623999225206586,0.11655999806301647,0.20188783877527444,0.2500032172341328,0.7090072639225181,0.33884297520661133,805,629462.5892889025,18632.02459335327,1574890.5441146612,1582997.0437772702,1586784.097974279,1587272.978406161,0,0,0.0,0,0,0,0,805,1207500.0,18708.0,0.46623999225206586,726000.0,244500.0,319,0.0,312000.0,0.0,208,0.0,78000.0,0.0,52,0.0,336000.0,0.0,224
150,150,1461000.0,1213500.0,247500.0,974,809,165,0.16940451745379867,0.46441311168864075,0.11610327792216019,0.20109677628647138,0.2500032298899236,0.7060660549803216,0.3367556468172481,809,639260.9881920369,19029.706650793552,1573336.4378991188,1579535.411995077,1582176.4734319914,1583405.7105948925,0,0,0.0,0,0,0,0,809,1213500.0,16088.0,0.46441311168864075,739500.0,247500.0,328,0.0,312000.0,0.0,208,0.0,87000.0,0.0,58,0.0,322500.0,0.0,215
151,151,1471500.0,1224000.0,247500.0,981,816,165,0.16819571865443414,0.4650655864197528,0.1162663966049382,0.20137930613270658,0.2500032253584636,0.7348757899623994,0.31218144750254817,816,627177.9574519277,17924.789144396782,1588248.4268386438,1593381.3015592769,1595019.8719488047,1596669.1797792614,0,0,0.0,0,0,0,0,816,1224000.0,15440.0,0.4650655864197528,729000.0,247500.0,324,0.0,327000.0,0.0,218,0.0,130500.0,0.0,87,0.0,285000.0,0.0,190
152,152,1435500.0,1227000.0,208500.0,957,818,139,0.1452455590386624,0.44614268450435707,0.11153567112608927,0.19318544924667963,0.25000336216061403,0.7484848039071464,0.31112852664576773,818,617595.434041547,18102.60702702403,1573408.2158421024,1581312.7019735416,1585255.8343838865,1586292.9092162848,0,0,0.0,0,0,0,0,818,1227000.0,18180.0,0.44614268450435707,688500.0,208500.0,321,0.0,354000.0,0.0,236,0.0,120000.0,0.0,80,0.0,273000.0,0.0,182
153,153,1404000.0,1228500.0,175500.0,936,819,117,0.12499999999999992,0.42678073857223453,0.10669518464305863,0.1848014807247202,0.25000351469356286,0.7446300715990454,0.31570512820512797,819,629011.1480122538,18790.713664770126,1577571.6021745622,1585038.1367158734,1590305.521723215,1592169.1063465476,0,0,0.0,0,0,0,0,819,1228500.0,16616.0,0.42678073857223453,664500.0,175500.0,326,0.0,349500.0,0.0,233,0.0,90000.0,0.0,60,0.0,300000.0,0.0,200
154,154,1423500.0,1269000.0,154500.0,949,846,103,0.10853530031612216,0.4144467062793425,0.10361167656983562,0.17946068807634913,0.2500036192919294,0.7707483936341012,0.29373024236037915,846,608593.8336264229,18498.726991713047,1588869.944905199,1594257.4708112539,1597512.107885341,1597998.76883623,0,0,0.0,0,0,0,0,846,1269000.0,19456.0,0.4144467062793425,639000.0,154500.0,325,0.0,361500.0,0.0,241,0.0,91500.0,0.0,61,0.0,331500.0,0.0,221
155,155,1422000.0,1254000.0,168000.0,948,836,112,0.11814345991561173,0.4292210687785386,0.10999081406963465,0.1843106918418093,0.26260900037801,0.7476042165788213,0.31962025316455667,836,617953.5421195162,18281.234620004892,1583822.121509485,1591343.924176237,1595198.8650431277,1596658.384206444,0,0,0.0,0,0,0,0,836,1254000.0,20100.0,0.4292210687785386,657000.0,168000.0,318,0.00390625,387000.0,0.0,254,0.001953125,81000.0,0.0,52,0.0048828125,297000.0,0.0,193
156,156,1435500.0,1242000.0,193500.0,957,828,129,0.13479623824451403,0.4426192434210524,0.1137309827302631,0.18989281619138798,0.26400644285358643,0.7332963422015969,0.3315047021943571,828,624369.2879887746,18512.510827556252,1575251.1609029234,1579751.2907245096,1583135.995440956,1583553.4266584218,0,0,0.0,0,0,0,0,828,1242000.0,17116.0,0.4426192434210524,684000.0,193500.0,324,0.00625,388500.0,0.0,255,0.001171875,87000.0,0.0,58,0.0048828125,276000.0,0.0,182
157,157,1378500.0,1233000.0,145500.0,919,822,97,0.1055495103373231,0.41407127290189105,0.10586156822547275,0.1779489754500325,0.26139528010466134,0.7461234420442218,0.32344940152339463,822,632234.6003320074,19119.32596756518,1589754.5053218454,1594348.257398529,1597245.9391485965,1597648.7997884154,0,0,0.0,0,0,0,0,822,1233000.0,20784.0,0.41407127290189105,634500.0,145500.0,327,0.0041015625,391500.0,0.0,262,0.001171875,79500.0,0.0,53,0.0041015625,273000.0,0.0,182
158,158,1378500.0,1204500.0,174000.0,919,803,116,0.1262241566920565,0.4327473958333331,0.11023763020833328,0.18620586316062293,0.2595268737026777,0.7361702387303048,0.32780195865070705,803,629323.9768234649,19132.362889677286,1579800.990513465,1590320.4713783204,1595031.3335037834,1596668.740501225,0,0,0.0,0,0,0,0,803,1204500.0,16732.0,0.4327473958333331,652500.0,174000.0,319,0.0041015625,366000.0,0.0,244,0.0005859375,78000.0,0.0,53,0.0035156249999999997,282000.0,0.0,189
159,159,1366500.0,1206000.0,160500.0,911,804,107,0.11745334796926446,0.4226707175925924,0.1077184606481481,0.18184264778198103,0.25975515526745296,0.7391819772060892,0.32354555433589427,804,635522.541607552,19210.621362641454,1567911.4449718222,1572535.8909235136,1575555.3748257477,1576998.9790087938,0,0,0.0,0,0,0,0,804,1206000.0,17768.0,0.4226707175925924,648000.0,160500.0,326,0.0041015625,354000.0,0.0,236,0.0005859375,82500.0,0.0,55,0.0035156249999999997,282000.0,0.0,188
160,160,1425000.0,1257000.0,168000.0,950,838,112,0.11789473684210519,0.42638864058924464,0.10820848827231117,0.18370622456439567,0.2575866678442653,0.775967616571401,0.291052631578947,838,609762.8203505103,18278.121691450477,1567506.2247435718,1572422.0082910866,1575467.0270617895,1575647.5394723415,0,0,0.0,0,0,0,0,838,1257000.0,18672.0,0.42638864058924464,655500.0,168000.0,326,0.0035156249999999997,363000.0,0.0,243,0.0,132000.0,0.0,89,0.0029296875,274500.0,0.0,184
161,161,1459500.0,1308000.0,151500.0,973,872,101,0.10380267214799582,0.4174857289227164,0.1063245572306791,0.17965946145663816,0.2593926889535479,0.7848205255740694,0.29110996916752296,872,591839.3650508943,18380.954236462712,1576021.7497696057,1580876.4839950567,1583670.2852813965,1583848.5468215644,0,0,0.0,0,0,0,0,872,1308000.0,18292.0,0.4174857289227164,640500.0,151500.0,325,0.00546875,417000.0,0.0,276,0.0,118500.0,0.0,79,0.00234375,283500.0,0.0,190
162,162,1411500.0,1261500.0,150000.0,941,841,100,0.106269925611052,0.4158595596926712,0.10538090554816779,0.1792589955973863,0.25683313173830147,0.7705972757431137,0.29994686503719414,841,605031.8018386564,18195.957269102335,1569528.3299499452,1574962.502265179,1579060.5362764264,1579625.5738848746,0,0,0.0,0,0,0,0,841,1261500.0,15400.0,0.4158595596926712,634500.0,150000.0,325,0.00234375,381000.0,0.0,258,0.0,97500.0,0.0,65,0.0033203125,298500.0,0.0,198
163,163,1378500.0,1246500.0,132000.0,919,831,88,0.09575625680087045,0.4051703427663436,0.1028550856915859,0.1745465121327606,0.25774276117179606,0.7628422832492114,0.30277475516866126,831,617853.047492643,17862.949404388666,1576896.049009189,1583704.4600744606,1587297.99859401,1588434.7344255745,0,0,0.0,0,0,0,0,831,1246500.0,19384.0,0.4051703427663436,619500.0,132000.0,324,0.0033203125,363000.0,0.0,241,0.0,78000.0,0.0,52,0.0029296875,318000.0,0.0,212
164,164,1420500.0,1278000.0,142500.0,947,852,95,0.10031678986272433,0.4112926136363635,0.10414151278409087,0.17733715877172024,0.2564318014897231,0.7766920249564371,0.2853748680042236,852,602827.7073404761,18028.763652592897,1584367.0397831113,1588962.1686020745,1591888.9593531275,1592073.41807276,0,0,0.0,0,0,0,0,852,1278000.0,20456.0,0.4112926136363635,627000.0,142500.0,324,0.00234375,349500.0,0.0,234,0.0,88500.0,0.0,59,0.0029296875,355500.0,0.0,237
165,165,1443000.0,1288500.0,154500.0,962,859,103,0.107068607068607,0.41854826877934254,0.10536948906983563,0.18081496037844372,0.25350681337261566,0.7765563954190889,0.2936590436590434,859,594041.5859564478,18286.183209449053,1572961.4386553497,1579456.0585934818,1584526.8140841813,1585811.0309722722,0,0,0.0,0,0,0,0,859,1288500.0,16648.0,0.41854826877934254,639000.0,154500.0,323,0.001171875,387000.0,0.0,260,0.0,96000.0,0.0,64,0.0017578124999999998,321000.0,0.0,216
166,166,1423500.0,1257000.0,166500.0,949,838,111,0.11696522655426757,0.42592639048165115,0.10779995699541278,0.18367230315578928,0.2562117947407379,0.7696260404382231,0.2895152792413065,838,610486.2434607338,18016.430103868246,1569246.6614268154,1574111.5443809822,1576183.212501641,1576252.5309022963,0,0,0.0,0,0,0,0,838,1257000.0,17952.0,0.42592639048165115,654000.0,166500.0,324,0.003125,336000.0,0.0,222,0.0009765625,108000.0,0.0,71,0.001171875,325500.0,0.0,218
167,167,1441500.0,1275000.0,166500.0,961,850,111,0.1155046826222684,0.42465651939655147,0.10675006734913786,0.18354399917447797,0.2527645326725716,0.767847581355904,0.3035900104058271,850,595329.0836861433,18109.95143736899,1555506.507994853,1560332.2558239612,1561459.2348277366,1561918.6109520197,0,0,0.0,0,0,0,0,850,1275000.0,17008.0,0.42465651939655147,652500.0,166500.0,326,0.001171875,396000.0,0.0,266,0.0,105000.0,0.0,71,0.001171875,288000.0,0.0,192
168,168,1422000.0,1237500.0,184500.0,948,825,123,0.1297468354430379,0.43283190190397325,0.10889156922599331,0.18702868698294578,0.25316314165736375,0.7424115256253511,0.3201476793248943,825,628454.6580715772,18678.958594858646,1569083.9556931793,1579846.4196390319,1583296.745551814,1584150.221915722,0,0,0.0,0,0,0,0,825,1237500.0,20232.0,0.43283190190397325,679500.0,184500.0,330,0.0021484374999999997,366000.0,0.0,243,0.0,103500.0,0.0,69,0.0005859375,273000.0,0.0,183
