time_interval,epoch,total_B_gen,total_B_adm,total_B_drop,total_N_gen,total_N_adm,total_N_drop,drop_ratio,P_q_max,P_q_mean,P_q_std,fairness_P,fairness_B,imbalance_B,lat_n,lat_mean_ns,lat_p50_ns,lat_p95_ns,lat_p99_ns,lat_p999_ns,lat_max_ns,handoffs_committed,handoffs_pending,released_buffered_bytes,released_buffered_pkts,released_buffered_pkts_dropped_at_dst,handoff_buffer_overflow_pkts,pcie_drop_pkts,pcie_accept_pkts,pcie_accept_bytes,pcie_fifo_peak_bytes,P_q[0],B_q_gen[0],B_q_drop[0],K_q[0],P_q[1],B_q_gen[1],B_q_drop[1],K_q[1],P_q[2],B_q_gen[2],B_q_drop[2],K_q[2],P_q[3],B_q_gen[3],B_q_drop[3],K_q[3]
110,110,1411500.0,1411500.0,0.0,941,941,0,0.0,0.0052734374999999995,0.004101562499999999,0.0009264485332524547,0.9514563106796116,0.9358167091518602,0.14160467587672665,941,14051.709603711932,13279.0069347471,28350.808605492115,31800.71882071793,34542.5042362666,34809.24874638021,0,0,0.0,0,0,0,0,941,1411500.0,19940.0,0.0046875,421500.0,0.0,282,0.0052734374999999995,465000.0,0.0,310,0.0029296875,246000.0,0.0,165,0.0035156249999999997,279000.0,0.0,186
111,111,1447500.0,1447500.0,0.0,965,965,0,0.0,0.00625,0.004199218750000001,0.0012544172440102667,0.9180734856007947,0.951787415320586,0.12409326424870448,965,16644.20965498865,15154.267486914992,36889.53349778056,43484.945262272355,47507.89692302619,49930.25614619255,0,0,0.0,0,0,0,0,965,1447500.0,20568.0,0.0041015625,397500.0,0.0,266,0.00625,477000.0,0.0,317,0.0029296875,268500.0,0.0,179,0.0035156249999999997,304500.0,0.0,203
112,112,1452000.0,1452000.0,0.0,968,968,0,0.0,0.0052734374999999995,0.00380859375,0.0010563138502335905,0.9285714285714286,0.9715650817877169,0.0929752066115701,968,13823.51934997588,13309.351317189634,27788.092999146134,32150.633030081277,35549.33509221184,36530.613802701235,0,0,0.0,0,0,0,0,968,1452000.0,22328.0,0.0041015625,393000.0,0.0,262,0.0052734374999999995,450000.0,0.0,301,0.00234375,297000.0,0.0,199,0.0035156249999999997,312000.0,0.0,208
113,113,1480500.0,1480500.0,0.0,987,987,0,0.0,0.0046875,0.00361328125,0.00087890625,0.944137931034483,0.9824411545210674,0.07421479229989858,987,13346.519239170724,12643.146286606789,27045.71835091114,30185.96643537819,32524.266009793053,33364.09041966498,0,0,0.0,0,0,0,0,987,1480500.0,18348.0,0.0041015625,391500.0,0.0,261,0.0046875,439500.0,0.0,294,0.0033203125,310500.0,0.0,206,0.00234375,339000.0,0.0,228
114,114,1401000.0,1401000.0,0.0,934,934,0,0.0,0.0035156249999999997,0.00263671875,0.0008789062499999999,0.9000000000000004,0.9775304569210496,0.08190578158458228,934,13155.545164169045,12493.692066162825,26504.503160230815,29798.14979897648,32085.909077565317,32605.159845367074,0,0,0.0,0,0,0,0,934,1401000.0,19892.0,0.0035156249999999997,381000.0,0.0,255,0.0035156249999999997,421500.0,0.0,283,0.0017578124999999998,294000.0,0.0,198,0.0017578124999999998,304500.0,0.0,204
115,115,1344000.0,1344000.0,0.0,896,896,0,0.0,0.0035156249999999997,0.00234375,0.0009264485332524549,0.8648648648648648,0.9572923523070906,0.11272321428571397,896,13648.2813197145,12833.671394631267,27178.49291697517,30474.176074554023,32978.200966637756,34168.8744122833,0,0,0.0,0,0,0,0,896,1344000.0,19416.0,0.0029296875,388500.0,0.0,260,0.0035156249999999997,423000.0,0.0,282,0.001171875,259500.0,0.0,174,0.0017578124999999998,273000.0,0.0,182
116,116,1368000.0,1368000.0,0.0,912,912,0,0.0,0.0039062499999999996,0.0028320312499999995,0.0009003461384075084,0.9082073434125268,0.9546143181129546,0.11348684210526283,912,13753.856084292249,13129.776750080287,27113.6721075505,30344.200996369273,32991.79635007787,33564.5933611542,0,0,0.0,0,0,0,0,912,1368000.0,23792.0,0.0039062499999999996,408000.0,0.0,271,0.0035156249999999997,424500.0,0.0,283,0.0021484374999999997,262500.0,0.0,174,0.0017578124999999998,273000.0,0.0,182
117,117,1450500.0,1450500.0,0.0,967,967,0,0.0,0.0044921875000000005,0.0028320312500000003,0.00171107572929055,0.7325783972125436,0.9276492529910121,0.14813857290589438,967,15299.323009904285,14391.347284048796,30499.633446481817,35081.974814217094,38550.24626322129,38918.813185200095,0,0,0.0,0,0,0,0,967,1450500.0,20368.0,0.0044921875000000005,481500.0,0.0,320,0.0044921875000000005,444000.0,0.0,295,0.0005859375,252000.0,0.0,170,0.0017578124999999998,273000.0,0.0,182
118,118,1464000.0,1464000.0,0.0,976,976,0,0.0,0.010937500000000001,0.004150390625,0.003972521334207335,0.5218867379370123,0.9199935098549762,0.1582991803278686,976,22153.45283396142,17566.729008987546,54820.548492491245,64057.112779628485,68499.58491539356,70006.31593289971,0,0,0.0,0,0,0,0,976,1464000.0,21160.0,0.0029296875,444000.0,0.0,298,0.010937500000000001,499500.0,0.0,326,0.0015625,247500.0,0.0,164,0.001171875,273000.0,0.0,183
119,119,1390500.0,1390500.0,0.0,927,927,0,0.0,0.0029296875,0.00146484375,0.0012079411012551739,0.595441245884828,0.9398681844630037,0.1334951456310678,927,14602.081496172836,13740.60144738853,29162.924690034968,39462.13793969661,46972.35801274937,47615.757722109556,0,0,0.0,0,0,0,0,927,1390500.0,19732.0,0.0029296875,438000.0,0.0,292,0.00234375,430500.0,0.0,297,0.0,240000.0,0.0,162,0.0005859375,282000.0,0.0,189
120,120,1371000.0,1371000.0,0.0,914,914,0,0.0,0.0017578124999999998,0.0008789062499999999,0.0008789062499999999,0.5005688887047767,0.9348740812361793,0.14277899343544842,914,13853.563233849989,13295.070940047503,27763.88744546026,30295.063972072898,31826.195748636706,31964.077608004212,0,0,0.0,0,0,0,0,914,1371000.0,18644.0,0.0017578124999999998,450000.0,0.0,302,0.0017578124999999998,412500.0,0.0,276,0.0,235500.0,0.0,157,0.0,273000.0,0.0,183
121,121,1305000.0,1305000.0,0.0,870,870,0,0.0,0.002734375,0.001123046875,0.001174922794483981,0.47786195364863254,0.9500582411182295,0.1247126436781607,870,13542.259863633208,12911.967167377472,26892.52982855588,29855.38251863539,32801.84713195863,32947.063581198454,0,0,0.0,0,0,0,0,870,1305000.0,20460.0,0.0017578124999999998,384000.0,0.0,256,0.002734375,414000.0,0.0,275,0.0,234000.0,0.0,156,0.0,273000.0,0.0,182
122,122,1471500.0,1471500.0,0.0,981,981,0,0.0,0.010546874999999999,0.0029296874999999996,0.004423731114416455,0.3049821172847403,0.9379992826314948,0.14245667686034635,981,14771.530515285807,14031.623040869832,29274.439859107137,35205.93216425182,41663.87673915714,41918.76817382872,0,0,0.0,0,0,0,0,981,1471500.0,20436.0,0.010546874999999999,480000.0,0.0,311,0.001171875,429000.0,0.0,288,0.0,234000.0,0.0,156,0.0,328500.0,0.0,219
123,123,1473000.0,1473000.0,0.0,982,982,0,0.0,0.0060546875,0.00224609375,0.0025031260972609953,0.44623568534468644,0.9246668865688358,0.1496945010183297,982,17727.644278837062,16329.893021076918,36506.18301057292,47419.70789019078,52635.2047208975,52677.92871142924,0,0,0.0,0,0,0,0,982,1473000.0,22100.0,0.0029296875,478500.0,0.0,326,0.0060546875,466500.0,0.0,306,0.0,246000.0,0.0,164,0.0,282000.0,0.0,188
124,124,1479000.0,1479000.0,0.0,986,986,0,0.0,0.0035156249999999997,0.0013183593749999999,0.0014575011285741502,0.450341339761837,0.9399591606271319,0.13640973630831632,986,22713.940647460324,17573.751568578184,55851.782172162086,64134.49125792831,67131.95154798313,67339.88506788015,0,0,0.0,0,0,0,0,986,1479000.0,22796.0,0.0017578124999999998,439500.0,0.0,295,0.0035156249999999997,483000.0,0.0,323,0.0,262500.0,0.0,175,0.0,294000.0,0.0,196
125,125,1441500.0,1441500.0,0.0,961,961,0,0.0,0.0017578124999999998,0.0008789062499999999,0.0008789062499999999,0.5005688887047767,0.9404912236393485,0.13553590010405814,961,15295.158543362904,14397.03442376852,31293.573191687465,38084.3859867334,42964.89090658777,44916.510104328394,0,0,0.0,0,0,0,0,961,1441500.0,17900.0,0.0017578124999999998,453000.0,0.0,302,0.0017578124999999998,439500.0,0.0,296,0.0,234000.0,0.0,156,0.0,315000.0,0.0,210
126,126,1479000.0,1479000.0,0.0,986,986,0,0.0,0.0125,0.004296875,0.005108084699461727,0.4144800009596985,0.9134089969559172,0.16277890466531408,986,19844.87627596127,16987.208817884326,46110.76923804358,57853.605246217536,63378.596757219646,63947.01194490492,0,0,0.0,0,0,0,0,986,1479000.0,19260.0,0.0046875,474000.0,0.0,313,0.0125,490500.0,0.0,316,0.0,234000.0,0.0,156,0.0,280500.0,0.0,187
127,127,1459500.0,1459500.0,0.0,973,973,0,0.0,0.0076171875,0.002294921875,0.0030924050846814475,0.35522206896570196,0.9360394297126812,0.14260020554984565,973,24834.431118643297,18054.895249038935,57710.39585913122,62822.656057536005,64773.84141763438,65204.59467199445,0,0,0.0,0,0,0,0,973,1459500.0,19184.0,0.0005859375,424500.0,0.0,288,0.0076171875,489000.0,0.0,327,0.0,256500.0,0.0,171,0.0009765625,289500.0,0.0,192
128,128,1489500.0,1489500.0,0.0,993,993,0,0.0,0.041796875,0.010595703125,0.018015593132526833,0.2570322247077505,0.9211451151841265,0.15936555891238657,993,43395.108698104086,17782.968958213925,141426.64235495924,161719.71872944542,173104.45736157292,174787.9095838815,0,0,0.0,0,0,0,0,993,1489500.0,19520.0,0.0005859375,405000.0,0.0,270,0.041796875,535500.0,0.0,322,0.0,256500.0,0.0,171,0.0,292500.0,0.0,196
129,129,1452000.0,1452000.0,0.0,968,968,0,0.0,0.033984375,0.00849609375,0.014715666040868389,0.25004413922969115,0.9299194156643246,0.15237603305785097,968,66839.2443009183,17437.306571379304,184618.60744431466,190272.10595434517,193625.46545438722,196098.0769881159,0,0,0.0,0,0,0,0,968,1452000.0,18612.0,0.0,424500.0,0.0,284,0.033984375,489000.0,0.0,320,0.0,234000.0,0.0,156,0.0,304500.0,0.0,203
130,130,1374000.0,1374000.0,0.0,916,916,0,0.0,0.010546874999999999,0.0026367187499999997,0.0045669308402695,0.2501422357031598,0.9397607634066574,0.1315502183406112,916,50846.49187741899,16665.743878021836,175388.8472662829,188603.59993027002,194214.7915424216,194699.47951765358,0,0,0.0,0,0,0,0,916,1374000.0,19676.0,0.0,430500.0,0.0,287,0.010546874999999999,429000.0,0.0,322,0.0,241500.0,0.0,161,0.0,273000.0,0.0,182
131,131,1365000.0,1365000.0,0.0,910,910,0,0.0,0.00390625,0.00302734375,0.0008896907792133105,0.9204980842911878,0.9394427553659754,0.14065934065934038,910,20088.507896571875,15597.168038837612,51099.46833932549,71638.09724710135,81899.05317917728,84259.18469947577,0,0,0.0,0,0,0,0,910,1365000.0,18260.0,0.00390625,385500.0,0.0,253,0.00234375,459000.0,0.0,320,0.001953125,237000.0,0.0,156,0.00390625,283500.0,0.0,185
132,132,1438500.0,1438500.0,0.0,959,959,0,0.0,0.0111328125,0.00693359375,0.0026690723376399314,0.8709398756046993,0.943274173630855,0.13477580813347223,959,14135.776438907285,13598.63378918171,27733.47323554304,32466.690883811116,37773.40880952401,38996.66938327253,0,0,0.0,0,0,0,0,959,1438500.0,20884.0,0.0072265624999999995,403500.0,0.0,264,0.0111328125,481500.0,0.0,312,0.0041015625,259500.0,0.0,170,0.0052734375,294000.0,0.0,193
133,133,1371000.0,1371000.0,0.0,914,914,0,0.0,0.0052734374999999995,0.004248046875,0.0010461076799623313,0.9428251121076233,0.9403122833241786,0.13566739606126887,914,15760.919378471224,14400.846328601241,34880.039620285475,45096.38879359543,49296.002407408996,51614.91280195117,0,0,0.0,0,0,0,0,914,1371000.0,18104.0,0.0052734374999999995,369000.0,0.0,246,0.0052734374999999995,472500.0,0.0,319,0.0029296875,256500.0,0.0,171,0.0035156249999999997,273000.0,0.0,183
134,134,1458000.0,1458000.0,0.0,972,972,0,0.0,0.00625,0.004345703125,0.0014575011285741504,0.8988878801634136,0.9203182593923147,0.155349794238683,972,18617.255372972246,17119.76203865558,40129.84521498232,45549.43302025824,48849.06805711642,49295.9917217195,0,0,0.0,0,0,0,0,972,1458000.0,21424.0,0.0052734374999999995,465000.0,0.0,310,0.00625,475500.0,0.0,316,0.0029296875,234000.0,0.0,156,0.0029296875,283500.0,0.0,190
135,135,1396500.0,1396500.0,0.0,931,931,0,0.0,0.0046875,0.003515625,0.0009264485332524549,0.9350649350649352,0.9371564434026322,0.13668098818474728,931,14790.57730351755,14146.712990999222,29440.679644688964,35411.924710533036,38678.444666357755,40934.345260471106,0,0,0.0,0,0,0,0,931,1396500.0,20456.0,0.0041015625,441000.0,0.0,296,0.0046875,435000.0,0.0,292,0.00234375,237000.0,0.0,159,0.0029296875,283500.0,0.0,189
136,136,1357500.0,1357500.0,0.0,905,905,0,0.0,0.006640625,0.004248046875,0.0014443554157958047,0.8963761250592135,0.9399171429227203,0.13839779005524844,905,14162.389924016645,13509.685367941856,29010.849860686063,32171.330913554433,35146.26966107179,38187.84142538905,0,0,0.0,0,0,0,0,905,1357500.0,19396.0,0.0041015625,381000.0,0.0,254,0.006640625,459000.0,0.0,304,0.0033203125,244500.0,0.0,162,0.0029296875,273000.0,0.0,182
137,137,1455000.0,1455000.0,0.0,970,970,0,0.0,0.0041015625,0.003076171875,0.0008666132494774829,0.9264705882352942,0.9456585538429376,0.12783505154639152,970,15039.811300914313,14163.714025989175,30754.053257362542,35947.14927159547,38959.56066615503,39265.11126932502,0,0,0.0,0,0,0,0,970,1455000.0,21428.0,0.0035156249999999997,426000.0,0.0,285,0.0041015625,472500.0,0.0,318,0.0017578124999999998,271500.0,0.0,183,0.0029296875,285000.0,0.0,190
138,138,1489500.0,1489500.0,0.0,993,993,0,0.0,0.0035156249999999997,0.0029296875,0.0007176239480810091,0.9433962264150945,0.9577940747935891,0.11304128902316202,993,13817.022451202914,12950.665896862745,27991.057546544074,31331.432933534394,33516.57749364664,33915.4329791069,0,0,0.0,0,0,0,0,993,1489500.0,20996.0,0.0035156249999999997,441000.0,0.0,294,0.0035156249999999997,454500.0,0.0,304,0.0017578124999999998,268500.0,0.0,179,0.0029296875,325500.0,0.0,217
139,139,1495500.0,1495500.0,0.0,997,997,0,0.0,0.0035156249999999997,0.00263671875,0.0008789062499999999,0.9000000000000004,0.9451306246172921,0.12763289869608796,997,14964.378270551995,14180.41533946991,30109.1812834084,35406.13836993456,39334.132736736894,39493.5093023777,0,0,0.0,0,0,0,0,997,1495500.0,17632.0,0.0035156249999999997,459000.0,0.0,306,0.0035156249999999997,465000.0,0.0,310,0.0017578124999999998,259500.0,0.0,173,0.0017578124999999998,312000.0,0.0,210
140,140,1432500.0,1432500.0,0.0,955,955,0,0.0,0.0029296875,0.0020507812499999997,0.0009716674190494336,0.8166666666666663,0.9502042049550957,0.12434554973821976,955,13885.019018460038,13317.40825164318,27706.753316593167,30334.163897356993,33122.75232311382,33429.92677924037,0,0,0.0,0,0,0,0,955,1432500.0,17876.0,0.0029296875,454500.0,0.0,304,0.0029296875,421500.0,0.0,282,0.0005859375,258000.0,0.0,174,0.0017578124999999998,298500.0,0.0,199
141,141,1450500.0,1450500.0,0.0,967,967,0,0.0,0.0078125,0.0035156249999999997,0.002751758360079174,0.6200956937799043,0.9417983715992733,0.13417786970010326,967,15117.647369572209,14141.58946838975,30635.819251471734,40321.887798243166,44587.61061507076,45087.03098016977,0,0,0.0,0,0,0,0,967,1450500.0,19000.0,0.0078125,454500.0,0.0,298,0.0039062499999999996,439500.0,0.0,292,0.0005859375,234000.0,0.0,156,0.0017578124999999998,322500.0,0.0,215
142,142,1416000.0,1416000.0,0.0,944,944,0,0.0,0.0046875,0.0020507812499999997,0.0017332264989549655,0.5834755439922469,0.945073218739925,0.1313559322033897,944,14670.958461095974,14021.788490757346,29451.751037703452,35225.727467614706,38892.35655679185,39105.06720048189,0,0,0.0,0,0,0,0,944,1416000.0,19860.0,0.0046875,451500.0,0.0,303,0.00234375,421500.0,0.0,283,0.0,244500.0,0.0,164,0.001171875,298500.0,0.0,200
143,143,1456500.0,1456500.0,0.0,971,971,0,0.0,0.00234375,0.001708984375,0.0006385105874327158,0.8775071633237822,0.9502568040991901,0.12384140061791937,971,14619.9537440942,13773.393116563559,29279.6874281466,33498.75968451201,37952.13276812368,40227.96208104491,0,0,0.0,0,0,0,0,971,1456500.0,19108.0,0.00234375,453000.0,0.0,306,0.00234375,435000.0,0.0,290,0.0009765625,252000.0,0.0,167,0.001171875,316500.0,0.0,211
144,144,1422000.0,1422000.0,0.0,948,948,0,0.0,0.00234375,0.0011718749999999997,0.0009264485332524549,0.6156471385246991,0.9675218975273234,0.09862869198312207,948,13238.015017367743,12413.991109147668,26855.46765038967,29769.298360816836,31988.95306866219,33961.945929050446,0,0,0.0,0,0,0,0,948,1422000.0,20332.0,0.0017578124999999998,421500.0,0.0,282,0.00234375,412500.0,0.0,275,0.0,264000.0,0.0,177,0.0005859375,324000.0,0.0,217
145,145,1438500.0,1438500.0,0.0,959,959,0,0.0,0.00234375,0.0011718749999999997,0.0009264485332524549,0.6156471385246991,0.9614341628230807,0.1087069864442125,959,13296.37881610419,12812.940027028322,26604.12360824644,29974.873591720454,32939.0938862933,33253.559161514044,0,0,0.0,0,0,0,0,959,1438500.0,21204.0,0.0017578124999999998,412500.0,0.0,275,0.00234375,435000.0,0.0,290,0.0,250500.0,0.0,167,0.0005859375,340500.0,0.0,227
146,146,1437000.0,1437000.0,0.0,958,958,0,0.0,0.0017578124999999998,0.00087890625,0.0006550980402831414,0.6432227753325463,0.9533269069363537,0.11795407098121058,958,13447.551361862608,12744.28118249774,27159.79719466567,30466.459382346253,33369.80060927224,34014.44148185849,0,0,0.0,0,0,0,0,958,1437000.0,21052.0,0.001171875,430500.0,0.0,288,0.0017578124999999998,435000.0,0.0,291,0.0,243000.0,0.0,162,0.0005859375,328500.0,0.0,219
147,147,1410000.0,1410000.0,0.0,940,940,0,0.0,0.0017578124999999998,0.0005859375,0.0007176239480810091,0.40068272452317294,0.9489402283642487,0.12765957446808485,940,13524.034978964037,12834.215951934457,26747.20796799809,30016.788879382617,32561.928474382126,34761.496605843306,0,0,0.0,0,0,0,0,940,1410000.0,19596.0,0.0005859375,412500.0,0.0,276,0.0017578124999999998,447000.0,0.0,298,0.0,241500.0,0.0,161,0.0,309000.0,0.0,207
148,148,1426500.0,1426500.0,0.0,951,951,0,0.0,0.0025390624999999997,0.000927734375,0.0010461076799623313,0.4407184541856602,0.9545209880400045,0.12118822292323839,951,14038.27388441077,13404.30019339919,27694.324450343847,31960.573804065585,34786.534622907595,35670.93157568574,0,0,0.0,0,0,0,0,951,1426500.0,19896.0,0.0025390624999999997,454500.0,0.0,301,0.001171875,405000.0,0.0,271,0.0,255000.0,0.0,170,0.0,312000.0,0.0,208
149,149,1452000.0,1452000.0,0.0,968,968,0,0.0,0.0017578124999999998,0.0005859375,0.0007176239480810091,0.40068272452317294,0.9432418502770261,0.13636363636363624,968,17250.63709175839,15253.134414076805,40566.47437892556,50801.12627921404,56025.23922787786,56171.918746858835,0,0,0.0,0,0,0,0,968,1452000.0,21036.0,0.0017578124999999998,474000.0,0.0,316,0.0005859375,408000.0,0.0,273,0.0,234000.0,0.0,156,0.0,336000.0,0.0,224
150,150,1461000.0,1461000.0,0.0,974,974,0,0.0,0.014453125,0.003759765625,0.0061784463014540455,0.2703088882483918,0.9350688776918286,0.1463039014373715,974,19066.308555382235,16134.456389427185,46067.752886244634,57362.183059163384,62468.45910019317,65735.57256278396,0,0,0.0,0,0,0,0,974,1461000.0,22088.0,0.014453125,505500.0,0.0,324,0.0005859375,390000.0,0.0,260,0.0,243000.0,0.0,162,0.0,322500.0,0.0,215
151,151,1471500.0,1471500.0,0.0,981,981,0,0.0,0.012304687500000001,0.0032226562500000003,0.005248966660303394,0.27384060629896056,0.9457870281192384,0.12716615698267053,981,28893.515347586555,17951.694963991642,70035.18779164553,77067.06469618679,81437.98440682828,81565.39521428943,0,0,0.0,0,0,0,0,981,1471500.0,18392.0,0.012304687500000001,495000.0,0.0,327,0.0005859375,405000.0,0.0,270,0.0,286500.0,0.0,191,0.0,285000.0,0.0,190
152,152,1435500.0,1435500.0,0.0,957,957,0,0.0,0.0005859375,0.00029296875,0.00029296875,0.5017066616956521,0.94690365217679,0.12304075235109702,957,21855.03406524618,15520.465580761433,68478.18039236664,78506.61046272394,82628.57649158605,84673.98116990924,0,0,0.0,0,0,0,0,957,1435500.0,19680.0,0.0005859375,429000.0,0.0,304,0.0005859375,457500.0,0.0,305,0.0,276000.0,0.0,184,0.0,273000.0,0.0,182
153,153,1404000.0,1404000.0,0.0,936,936,0,0.0,0.0005859375,0.000146484375,0.00025371838001497223,0.2525643466590619,0.950253807106599,0.12126068376068355,936,13496.47043528236,13049.097394093871,26761.395604737103,29518.313288553054,32475.825296586412,34305.59859031439,0,0,0.0,0,0,0,0,936,1404000.0,17900.0,0.0005859375,427500.0,0.0,285,0.0,430500.0,0.0,288,0.0,246000.0,0.0,164,0.0,300000.0,0.0,200
154,154,1423500.0,1423500.0,0.0,949,949,0,0.0,0.0005859375,0.000146484375,0.00025371838001497223,0.2525643466590619,0.958841002491323,0.11406743940990505,949,13310.589652999843,12694.165247917175,26742.097950732707,29163.952816866633,30893.771266242813,34026.78832894564,0,0,0.0,0,0,0,0,949,1423500.0,21752.0,0.0005859375,405000.0,0.0,270,0.0,439500.0,0.0,293,0.0,247500.0,0.0,165,0.0,331500.0,0.0,221
155,155,1422000.0,1422000.0,0.0,948,948,0,0.0,0.0068359375,0.004541015625,0.0015026057181083124,0.9013130471029596,0.9371730806130025,0.14293248945147652,948,14000.398033757061,13189.512217327952,28159.54595004171,31931.062056831714,34028.50875179726,34207.23158031702,0,0,0.0,0,0,0,0,948,1422000.0,22040.0,0.003515625,417000.0,0.0,275,0.0068359375,469500.0,0.0,306,0.0029296875,238500.0,0.0,156,0.0048828125,297000.0,0.0,193
156,156,1435500.0,1435500.0,0.0,957,957,0,0.0,0.008203125,0.0062011718750000005,0.0019500708542691267,0.9100090273076056,0.929694003094077,0.14498432601880862,957,13917.278298106812,13350.820993304253,27241.644463527195,30648.86728956817,34044.262654327234,36289.170933932066,0,0,0.0,0,0,0,0,957,1435500.0,19224.0,0.008203125,447000.0,0.0,292,0.0080078125,466500.0,0.0,307,0.0037109375,246000.0,0.0,162,0.0048828125,276000.0,0.0,182
157,157,1378500.0,1378500.0,0.0,919,919,0,0.0,0.0052734374999999995,0.00439453125,0.0009716674190494333,0.9533898305084747,0.9312778701575946,0.1488030467899888,919,14347.409673377337,13762.976989477873,28478.061823955173,33773.37864278375,36594.48708743882,36615.78480151296,0,0,0.0,0,0,0,0,919,1378500.0,22120.0,0.0052734374999999995,400500.0,0.0,268,0.0052734374999999995,468000.0,0.0,314,0.0029296875,237000.0,0.0,158,0.0041015625,273000.0,0.0,182
158,158,1378500.0,1378500.0,0.0,919,919,0,0.0,0.0052734374999999995,0.004101562499999999,0.0009264485332524547,0.9514563106796116,0.9378300767976832,0.13900979325353613,919,13744.049992316273,13063.965865761042,27150.807659107446,30639.55664476811,33804.25698676126,35236.33954924345,0,0,0.0,0,0,0,0,919,1378500.0,18124.0,0.0046875,418500.0,0.0,280,0.0052734374999999995,444000.0,0.0,296,0.0029296875,234000.0,0.0,156,0.0035156249999999997,282000.0,0.0,189
159,159,1366500.0,1366500.0,0.0,911,911,0,0.0,0.0052734374999999995,0.003955078125,0.0008666132494774826,0.9541884816753928,0.9441864433775512,0.1303512623490668,911,13631.978214119812,12826.91535460949,27276.025776535273,30652.796102416512,32913.64736385645,33406.36960417032,0,0,0.0,0,0,0,0,911,1366500.0,20348.0,0.0041015625,414000.0,0.0,277,0.0052734374999999995,432000.0,0.0,288,0.0029296875,238500.0,0.0,159,0.0035156249999999997,282000.0,0.0,188
160,160,1425000.0,1425000.0,0.0,950,950,0,0.0,0.0046875,0.00322265625,0.0009716674190494335,0.9166666666666666,0.9640693232607228,0.10526315789473673,950,13403.716130324257,12763.549137890339,27152.272165481743,29925.500675423144,32063.184474968966,33927.99604541063,0,0,0.0,0,0,0,0,950,1425000.0,19788.0,0.0035156249999999997,405000.0,0.0,271,0.0046875,441000.0,0.0,295,0.00234375,304500.0,0.0,204,0.00234375,274500.0,0.0,185
161,161,1459500.0,1459500.0,0.0,973,973,0,0.0,0.028125,0.009082031249999999,0.01100486717050368,0.4051433389544687,0.9344872174513869,0.1400308324768753,973,23736.201477036935,16523.67549791932,71341.48468271493,90535.40101374149,100521.55468018094,101927.83875489235,0,0,0.0,0,0,0,0,973,1459500.0,20216.0,0.0035156249999999997,385500.0,0.0,257,0.028125,514500.0,0.0,319,0.00234375,276000.0,0.0,184,0.00234375,283500.0,0.0,189
162,162,1411500.0,1411500.0,0.0,941,941,0,0.0,0.0076171875,0.0040527343749999995,0.00216777078910382,0.7775395033860044,0.9497322888020353,0.12725823591923469,941,35765.80229397864,17118.593679249287,110607.82103511691,120967.05355969071,125951.81654903399,128153.27408838272,0,0,0.0,0,0,0,0,941,1411500.0,19128.0,0.0035156249999999997,400500.0,0.0,267,0.0076171875,459000.0,0.0,325,0.0017578124999999998,253500.0,0.0,170,0.0033203125,298500.0,0.0,198
163,163,1378500.0,1378500.0,0.0,919,919,0,0.0,0.0046875,0.0030761718749999995,0.0012685919000748611,0.8546511627906974,0.9506839477155966,0.12704026115342737,919,14038.731684924793,13231.349552631378,28290.76131276488,38309.346949407336,47957.44630751178,51566.42828768492,0,0,0.0,0,0,0,0,919,1378500.0,19568.0,0.0035156249999999997,379500.0,0.0,253,0.0046875,447000.0,0.0,303,0.001171875,234000.0,0.0,157,0.0029296875,318000.0,0.0,212
164,164,1420500.0,1420500.0,0.0,947,947,0,0.0,0.0041015625,0.002490234375,0.0012685919000748613,0.7939560439560439,0.9618162357412817,0.10744456177402295,947,13502.220104393196,12724.679023444653,27015.205209735035,30030.1694210261,32444.48727345139,32473.435759156942,0,0,0.0,0,0,0,0,947,1420500.0,20456.0,0.00234375,381000.0,0.0,256,0.0041015625,439500.0,0.0,294,0.0005859375,244500.0,0.0,164,0.0029296875,355500.0,0.0,237
165,165,1443000.0,1443000.0,0.0,962,962,0,0.0,0.0042968749999999995,0.00263671875,0.001091830067138569,0.8536299765807964,0.9520245247304748,0.12525987525987503,962,13875.857046270074,13392.526295304298,27538.453059308227,30869.472605937117,34271.680479791976,35931.08432328701,0,0,0.0,0,0,0,0,962,1443000.0,19536.0,0.0042968749999999995,405000.0,0.0,268,0.0029296875,465000.0,0.0,312,0.0015625,252000.0,0.0,167,0.0017578124999999998,321000.0,0.0,216
166,166,1423500.0,1423500.0,0.0,949,949,0,0.0,0.0044921875000000005,0.00244140625,0.001384516296753694,0.7566585956416464,0.9678012474155459,0.09773445732349817,949,13376.644901845051,12711.718177199364,26815.752273577447,29829.29794937848,32046.45366691149,32418.099640011787,0,0,0.0,0,0,0,0,949,1423500.0,21320.0,0.0044921875000000005,420000.0,0.0,279,0.0029296875,414000.0,0.0,276,0.001171875,264000.0,0.0,176,0.001171875,325500.0,0.0,218
167,167,1441500.0,1441500.0,0.0,961,961,0,0.0,0.0039062499999999996,0.0017089843749999996,0.0013558050172768378,0.6137274549098195,0.9542280589365791,0.11628511966701338,961,13568.60952061452,12757.736697733402,27645.693712174892,31025.035864311452,34103.50663644906,35058.38086369634,0,0,0.0,0,0,0,0,961,1441500.0,20028.0,0.0017578124999999998,418500.0,0.0,283,0.0039062499999999996,457500.0,0.0,304,0.0005859375,277500.0,0.0,186,0.0005859375,288000.0,0.0,193
