time_interval,epoch,total_B_gen,total_B_adm,total_B_drop,total_N_gen,total_N_adm,total_N_drop,drop_ratio,P_q_max,P_q_mean,P_q_std,fairness_P,fairness_B,imbalance_B,lat_n,lat_mean_ns,lat_p50_ns,lat_p95_ns,lat_p99_ns,lat_p999_ns,lat_max_ns,reassignments,pred_risk_max,pcie_drop_pkts,P_q[0],B_q_gen[0],B_q_drop[0],K_q[0],P_q[1],B_q_gen[1],B_q_drop[1],K_q[1],P_q[2],B_q_gen[2],B_q_drop[2],K_q[2],P_q[3],B_q_gen[3],B_q_drop[3],K_q[3]
523,523,108000.0,96000.0,12000.0,72,64,8,0.11111111111111008,0.3873934659090891,0.17915630918560543,0.18033255659411282,0.4967308080714214,0.6371681415929203,0.3958333333333295,64,435625.1308452722,504061.46003383305,517099.03795480647,518162.19843825756,518397.5525767195,518423.70303654857,0,0.2102280483408229,0,0.3873934659090891,49500.0,9000.0,30,0.3292317708333326,45000.0,3000.0,31,0.0,9000.0,0.0,6,0.0,4500.0,0.0,4
524,524,108000.0,91500.0,16500.0,72,61,11,0.15277777777777635,0.4400275735294089,0.18785985097163782,0.19328495746191754,0.48577175418083757,0.6486486486486487,0.3958333333333295,61,424258.0231551964,504354.09454688616,517688.0038051903,518569.29335843923,518645.7395717853,518654.23359549046,0,0.2316323843759903,0,0.4400275735294089,51000.0,15000.0,30,0.31141183035714237,42000.0,1500.0,31,0.0,10500.0,0.0,7,0.0,4500.0,0.0,3
525,525,156000.0,136500.0,19500.0,104,91,13,0.12499999999999921,0.39750249335106247,0.18711046336752732,0.1869238730163302,0.5005001962000095,0.659834065397755,0.3798076923076896,91,424810.9477179735,506043.58303384297,517410.5763243791,518711.1737938818,518726.10368518246,518727.7625619937,0,0.2930999244280929,0,0.39750249335106247,70500.0,13500.0,29,0.3489862351190468,63000.0,6000.0,30,0.001953125,15000.0,0.0,8,0.0,7500.0,0.0,5
526,526,108000.0,93000.0,15000.0,72,62,10,0.1388888888888876,0.4135454963235271,0.186143070509453,0.18841552456940397,0.49393585796631384,0.6506024096385542,0.38888888888888506,62,426023.2062647082,506176.11713565886,516054.0764433706,517216.47588065005,517237.70407390327,517240.0627620425,0,0.22233496358568816,0,0.4135454963235271,51000.0,12000.0,30,0.33102678571428484,42000.0,3000.0,31,0.0,9000.0,0.0,8,0.0,6000.0,0.0,4
527,527,132000.0,117000.0,15000.0,88,78,10,0.11363636363636279,0.3749285442073158,0.18229447769034224,0.18196767201509192,0.5008985447988555,0.6229086229086229,0.40909090909090584,78,442364.0287317103,506111.6682298202,515637.7749347156,516929.42370102974,517508.6530656981,517573.01188399456,0,0.2561190342332072,0,0.3749285442073158,61500.0,9000.0,29,0.35327280405405315,55500.0,6000.0,29,0.0009765625,10500.0,0.0,6,0.0,4500.0,0.0,3
528,528,133500.0,103500.0,30000.0,89,69,20,0.22471910112359383,0.4851562499999969,0.21423196231617533,0.21770070683461176,0.4919709132499452,0.6873481430059007,0.3623595505617947,69,396647.67846526805,504701.9413730297,513883.57652670814,515269.1127303485,515769.4677998422,515825.0628075637,0,0.263151058130116,0,0.4851562499999969,60000.0,22500.0,28,0.37118566176470447,51000.0,7500.0,29,0.0005859375,15000.0,0.0,10,0.0,7500.0,0.0,5
529,529,106500.0,93000.0,13500.0,71,62,9,0.1267605633802805,0.391500756048385,0.18449628276209598,0.18490768031779165,0.4988876740795698,0.6567222511724856,0.37676056338027797,62,424599.55952992314,504632.7272826098,513162.084720608,514247.1150267656,514486.7929526192,514513.4238332696,0,0.21307466142305057,0,0.391500756048385,46500.0,9000.0,30,0.3458984374999989,45000.0,4500.0,30,0.0005859375,10500.0,0.0,7,0.0,4500.0,0.0,3
530,530,153000.0,135000.0,18000.0,102,90,12,0.11764705882352865,0.40555644132652924,0.18404227645005325,0.18438388132027103,0.49907280042598634,0.6551637279596977,0.3921568627450953,90,422421.4958189306,505287.4972704295,513495.9821566663,514720.34953248827,514747.4959900762,514750.5122631416,0,0.30369779391714546,0,0.40555644132652924,73500.0,15000.0,30,0.32709703947368374,57000.0,3000.0,31,0.0025390624999999997,15000.0,0.0,8,0.0009765625,7500.0,0.0,4
531,531,112500.0,96000.0,16500.0,75,64,11,0.14666666666666536,0.38589154411764537,0.19134120760199158,0.19077459473840525,0.5014841374113306,0.646551724137931,0.38999999999999635,64,427577.95225727826,505290.1357623087,512139.1150904781,513296.1091369746,513730.8860311527,513779.19457495026,0,0.21435754310235616,0,0.37830141129032085,46500.0,7500.0,30,0.38589154411764537,51000.0,9000.0,30,0.001171875,10500.0,0.0,8,0.0,4500.0,0.0,4
532,532,108000.0,96000.0,12000.0,72,64,8,0.11111111111111008,0.38847656249999807,0.17997349330357074,0.1806545835891977,0.4981127681223337,0.6886291179596175,0.35416666666666297,64,412114.9572140274,505766.0669578975,513276.9038400459,514473.7848518977,514926.53848824574,514976.84444784,0,0.21498765845720919,0,0.38847656249999807,48000.0,9000.0,31,0.3304408482142849,42000.0,3000.0,31,0.0,10500.0,0.0,9,0.0009765625,7500.0,0.0,4
533,533,151500.0,133500.0,18000.0,101,89,12,0.11881188118811803,0.39142795138888753,0.1865195622519836,0.18485396730377057,0.5044848685033609,0.650739984689972,0.38861386138613585,89,426608.965108038,504888.922748236,511483.2447023619,512572.30789327703,513171.9607772748,513238.58887549676,0,0.2821759715608398,0,0.39142795138888753,67500.0,12000.0,29,0.35015811011904685,63000.0,6000.0,30,0.00390625,16500.0,0.0,7,0.0005859375,4500.0,0.0,3
534,534,106500.0,96000.0,10500.0,71,64,7,0.09859154929577371,0.39140624999999807,0.17658342633928512,0.17864163067850322,0.494208907757247,0.6728510411105179,0.3697183098591512,64,418617.54331145046,504100.3291898295,510999.9418609071,512028.1553514662,512300.3658725927,512330.61148605123,0,0.2085508560461728,0,0.39140624999999807,48000.0,9000.0,29,0.3149274553571424,42000.0,1500.0,31,0.0,10500.0,0.0,11,0.0,6000.0,0.0,5
535,535,105000.0,93000.0,12000.0,70,62,8,0.1142857142857132,0.40704385080644917,0.1802900575291984,0.18284158146476737,0.49297527057716917,0.6586021505376344,0.3785714285714248,62,424023.1179807798,504312.3023773255,510151.8309057633,510897.1032583494,511140.31341296755,511167.3367634807,0,0.21424991872972682,0,0.40704385080644917,46500.0,10500.0,30,0.3131398168103444,43500.0,1500.0,30,0.0009765625,10500.0,0.0,6,0.0,4500.0,0.0,3
536,536,156000.0,139500.0,16500.0,104,93,11,0.1057692307692301,0.3890126329787222,0.18320614033309504,0.18181104013692162,0.5038219565866996,0.6716343765524093,0.37019230769230504,93,418180.45940488577,503373.282615846,509775.7787752468,510379.70784562425,510446.37214140664,510453.7792853825,0,0.29552908545850104,0,0.3890126329787222,70500.0,12000.0,29,0.33931974085365796,61500.0,4500.0,31,0.0025390624999999997,15000.0,0.0,8,0.001953125,9000.0,0.0,4
537,537,103500.0,85500.0,18000.0,69,57,12,0.17391304347825917,0.40938760080644915,0.19744781165994515,0.19771354792991966,0.4993300538721631,0.6261178327196213,0.4021739130434743,57,433730.46522325184,503239.7038850803,508859.65849311836,509196.6754655072,509451.6854190012,509480.01985827833,0,0.20682760049874443,0,0.40938760080644915,46500.0,10500.0,30,0.38040364583333147,45000.0,7500.0,30,0.0,9000.0,0.0,9,0.0,3000.0,0.0,4
538,538,109500.0,102000.0,7500.0,73,68,5,0.06849315068493088,0.3728515624999984,0.1670410156249996,0.16927563078513014,0.49335886812839724,0.702293094359515,0.3458904109589005,68,407864.4746726984,502074.9952686336,509437.15218526,510200.7479992551,510484.8267745972,510516.39108296856,0,0.2169628586317908,0,0.3728515624999984,48000.0,7500.0,30,0.2953125,42000.0,0.0,31,0.0,12000.0,0.0,8,0.0,7500.0,0.0,5
539,539,153000.0,132000.0,21000.0,102,88,14,0.13725490196078344,0.39142795138888753,0.19181252018733788,0.18998593868340688,0.5047840415681812,0.6535175879396985,0.37745098039215397,88,425184.2929690864,504629.27449605707,510353.6335866698,511384.69091339875,511539.83264663455,511557.07061699405,0,0.28438823064672425,0,0.39142795138888753,67500.0,12000.0,29,0.371915879360464,64500.0,9000.0,30,0.0029296875,13500.0,0.0,6,0.0009765625,7500.0,0.0,4
540,540,111000.0,100500.0,10500.0,74,67,7,0.09459459459459374,0.3757812499999984,0.17728794642857082,0.17764671133145066,0.4989906169072129,0.7182581322140609,0.3243243243243208,67,399467.4240453217,503246.54908718355,509971.9195485156,511231.9281654077,511337.94124768634,511349.72047905065,0,0.20655744429952852,0,0.3757812499999984,48000.0,7500.0,30,0.33278459821428485,42000.0,3000.0,30,0.0,10500.0,0.0,10,0.0005859375,10500.0,0.0,7
541,541,105000.0,91500.0,13500.0,70,61,9,0.12857142857142734,0.3941406249999978,0.18500976562499916,0.18579431357946682,0.4978868987517435,0.6614470842332614,0.36428571428571055,61,422692.49339524645,503828.4280417878,511128.22782811336,512323.7233934663,512845.87224345526,512903.8887823429,0,0.2052552967109883,0,0.3941406249999978,45000.0,9000.0,30,0.3458984374999989,45000.0,4500.0,29,0.0,9000.0,0.0,6,0.0,6000.0,0.0,5
542,542,153000.0,133500.0,19500.0,102,89,13,0.12745098039215605,0.38890964673912914,0.1886431891238064,0.18740731449756376,0.5032864236745693,0.6631820499745028,0.37745098039215397,89,420383.02620281896,503959.76714544743,511959.94474984927,512774.4291237092,512914.7747653017,512930.36872547865,0,0.2908031677635503,0,0.38890964673912914,69000.0,12000.0,30,0.3627334222560965,61500.0,7500.0,30,0.001953125,15000.0,0.0,8,0.0009765625,7500.0,0.0,4
543,543,108000.0,97500.0,10500.0,72,65,7,0.09722222222222132,0.36158644153225666,0.1774571572580639,0.17723275341928396,0.5006340864455685,0.6728971962616822,0.3611111111111074,65,421135.2342771213,505629.78493675217,512464.6788622327,513403.06382529734,513495.62286218884,513505.9071996212,0,0.19854318764875015,0,0.36158644153225666,46500.0,6000.0,30,0.3476562499999989,45000.0,4500.0,30,0.0,10500.0,0.0,9,0.0005859375,6000.0,0.0,4
544,544,105000.0,88500.0,16500.0,70,59,11,0.15714285714285564,0.40645791330644915,0.19300677743375472,0.19354741546027643,0.49860397745139784,0.6767955801104972,0.36428571428571055,59,412668.98799900385,505637.9681602679,512140.5159052059,513141.8856776796,513189.7706748161,513195.09123005345,0,0.2122436145030785,0,0.40645791330644915,46500.0,10500.0,30,0.3655691964285697,42000.0,6000.0,30,0.0,10500.0,0.0,7,0.0,6000.0,0.0,5
545,545,154500.0,135000.0,19500.0,103,90,13,0.1262135922330089,0.37843070652173805,0.1882702402205505,0.1868207793758321,0.5038642332790915,0.6499019848076452,0.38592233009708465,90,427612.3945446316,505193.1183615234,512269.47041499114,513583.16719874163,513964.5711801728,514006.9494003318,0,0.28870435210064593,0,0.37843070652173805,69000.0,10500.0,30,0.371720566860464,64500.0,9000.0,29,0.001953125,15000.0,0.0,8,0.0009765625,6000.0,0.0,3
546,546,106500.0,94500.0,12000.0,71,63,8,0.1126760563380271,0.392672631048385,0.18154851077135528,0.18248200024196143,0.4974370702734172,0.71,0.33450704225351746,63,400923.84508039284,503082.60632543266,510883.2998854026,512015.241980427,512202.74154879386,512223.57483416796,0,0.2026103683099231,0,0.392672631048385,46500.0,9000.0,30,0.33293547453703615,40500.0,3000.0,30,0.0,10500.0,0.0,9,0.0005859375,9000.0,0.0,6
547,547,108000.0,100500.0,7500.0,72,67,5,0.0694444444444438,0.35722656249999873,0.16744791666666625,0.1679188356977261,0.49859730041019307,0.6538849646821393,0.38194444444444065,67,429686.6719596355,503311.75481288135,511362.0346849803,511975.4964588224,512088.50025281956,512101.0562299304,0,0.2114211343193617,0,0.35722656249999873,48000.0,6000.0,30,0.31197916666666625,45000.0,1500.0,30,0.0,10500.0,0.0,7,0.0005859375,4500.0,0.0,3
548,548,151500.0,132000.0,19500.0,101,88,13,0.12871287128712788,0.39841202445652024,0.18803074048912985,0.18750716490778122,0.5013941989772561,0.6639546992970581,0.37871287128712594,88,419509.30761493876,504198.87986697815,511927.82753270585,513094.88213188946,513349.34835726395,513377.62238230556,0,0.28636285154151714,0,0.39841202445652024,69000.0,13500.0,31,0.35117187499999913,60000.0,6000.0,30,0.001953125,15000.0,0.0,8,0.0005859375,7500.0,0.0,5
549,549,109500.0,99000.0,10500.0,73,66,7,0.09589041095890323,0.3595703124999987,0.1768066406249994,0.17656910976764648,0.5006735920200367,0.6698089492207139,0.3664383561643798,66,421696.5771323145,505014.77666088566,512141.980922414,513172.3665477522,513719.59562663623,513780.39885762334,0,0.20055209710227856,0,0.3595703124999987,48000.0,6000.0,30,0.34707031249999887,45000.0,4500.0,30,0.0,10500.0,0.0,9,0.0005859375,6000.0,0.0,4
550,550,105000.0,93000.0,12000.0,70,62,8,0.1142857142857132,0.390914818548385,0.18052312014635527,0.18148776776021336,0.49733670413575565,0.6944444444444444,0.3499999999999963,62,408901.0544482229,504952.766252419,513132.7544901956,514455.92789521493,514862.7086868663,514907.90655260533,0,0.20585465174298195,0,0.390914818548385,46500.0,9000.0,30,0.3305917245370361,40500.0,3000.0,31,0.0,10500.0,0.0,7,0.0005859375,7500.0,0.0,5
551,551,156000.0,136500.0,19500.0,104,91,13,0.12499999999999921,0.3957031249999987,0.18680710565476139,0.18627193465798467,0.5014344678680033,0.6462715105162524,0.3942307692307665,91,429669.9865656831,506602.01490179077,513539.0048539173,514767.0293540101,514818.57059650874,514824.2974012308,0,0.29532469695597874,0,0.3957031249999987,72000.0,13500.0,31,0.3489862351190468,63000.0,6000.0,30,0.001953125,15000.0,0.0,8,0.0005859375,6000.0,0.0,4
552,552,103500.0,94500.0,9000.0,69,63,6,0.08695652173912959,0.37654359879032084,0.17259365432720972,0.1740120052742447,0.49591082469063363,0.6782051282051282,0.3659420289855033,63,419305.991892535,506779.17388677225,512988.879397602,514067.8030954935,514234.71222767385,514253.257686805,0,0.19638548202958142,0,0.37654359879032084,46500.0,7500.0,31,0.313831018518518,40500.0,1500.0,31,0.0,10500.0,0.0,9,0.0,6000.0,0.0,5
553,553,109500.0,100500.0,9000.0,73,67,6,0.08219178082191705,0.3850497159090891,0.16979758522727229,0.17281284038014194,0.4912027472663073,0.6677944862155388,0.373287671232873,67,424361.59371174534,506006.7454408966,513216.86996408587,514476.2489762692,514960.00445448543,515013.75506317616,0,0.21701971911922519,0,0.3850497159090891,49500.0,9000.0,30,0.294140625,43500.0,0.0,31,0.0,10500.0,0.0,7,0.0,6000.0,0.0,4
554,554,151500.0,133500.0,18000.0,101,89,12,0.11881188118811803,0.39977921195652033,0.18456394361412992,0.18538825802710204,0.49777319493236327,0.6639546992970581,0.37871287128712594,89,422599.6081781611,506793.9150453396,514643.5828826219,515668.5082330993,515897.11356602225,515922.5141585693,0,0.2849344745864866,0,0.39977921195652033,69000.0,13500.0,29,0.33749999999999936,60000.0,4500.0,31,0.0009765625,15000.0,0.0,9,0.0,7500.0,0.0,5
555,555,108000.0,96000.0,12000.0,72,64,8,0.11111111111111008,0.4000114889705862,0.17858825170693216,0.18113857027579972,0.4929135183314696,0.6486486486486487,0.3958333333333295,64,428488.87027317384,505897.59867399745,514656.0914200755,515844.534011302,515854.1663340395,515855.2365921214,0,0.21737091009140588,0,0.4000114889705862,51000.0,10500.0,30,0.31434151785714237,42000.0,1500.0,29,0.0,10500.0,0.0,8,0.0,4500.0,0.0,3
556,556,109500.0,91500.0,18000.0,73,61,12,0.1643835616438341,0.4141808712121188,0.1950351731601721,0.19532322696750135,0.49926335895440205,0.6842578325629173,0.35958904109588685,61,407566.7069658824,505298.7926057689,514406.8426786773,515547.44934542105,515687.212206994,515702.74141383544,0,0.22239775504673984,0,0.4141808712121188,49500.0,12000.0,32,0.3649832589285697,42000.0,6000.0,29,0.0,10500.0,0.0,7,0.0009765625,7500.0,0.0,4
557,557,150000.0,133500.0,16500.0,100,89,11,0.10999999999999928,0.39750249335106247,0.18096742021276552,0.1827066943102501,0.4952203386138714,0.6380806533945891,0.40499999999999714,89,432918.0410145646,505579.53789613396,514112.14649144036,514624.70057763887,514898.10938630364,514928.48814282194,0,0.2920029957293168,0,0.39750249335106247,70500.0,13500.0,29,0.32636718749999954,60000.0,3000.0,30,0.0,15000.0,0.0,10,0.0,4500.0,0.0,4
558,558,102000.0,87000.0,15000.0,68,58,10,0.14705882352941033,0.392086693548385,0.1902218325306143,0.1903999097360118,0.4995347674217463,0.6613272311212814,0.38235294117646657,58,418981.58492868906,505003.84748807363,511880.14269489516,512670.96190767625,513040.4406103446,513081.49379952997,0,0.20217796978691188,0,0.392086693548385,46500.0,9000.0,30,0.36880063657407225,40500.0,6000.0,29,0.0,10500.0,0.0,7,0.0,4500.0,0.0,3
559,559,123000.0,112500.0,10500.0,82,75,7,0.08536585365853588,0.3879857772435882,0.17189878806089703,0.17429766232803223,0.49307253850022764,0.6420932009167303,0.4024390243902405,75,431249.97013543366,504075.1377527267,510900.8960814327,512390.60771230137,512427.1135626766,512431.16976827383,0,0.25032218921842925,0,0.3879857772435882,58500.0,10500.0,29,0.2986328125,48000.0,0.0,28,0.0009765625,12000.0,0.0,7,0.0,4500.0,0.0,3
560,560,139500.0,117000.0,22500.0,93,78,15,0.16129032258064402,0.43316977896341247,0.19693719300474175,0.1984531796305971,0.49616716447924925,0.6923631123919308,0.3575268817204271,78,401956.0683412392,504112.73145678267,510673.32917100115,511671.39933726774,512068.17026978044,512112.2559289485,0,0.26316296807037975,0,0.43316977896341247,61500.0,16500.0,28,0.3536024305555545,54000.0,6000.0,31,0.0,16500.0,0.0,12,0.0009765625,7500.0,0.0,4
561,561,106500.0,94500.0,12000.0,71,63,8,0.1126760563380271,0.38219866071428404,0.17845284598214223,0.17934682983878025,0.49750424374074437,0.6150561249389946,0.4260563380281652,63,441005.36573558184,504087.417510204,509692.75136790087,510878.7054883591,511434.2071970907,511495.92960917205,0,0.2264432834674444,0,0.38219866071428404,52500.0,9000.0,32,0.33161272321428487,42000.0,3000.0,29,0.0,9000.0,0.0,6,0.0,3000.0,0.0,3
562,562,154500.0,133500.0,21000.0,103,89,14,0.1359223300970865,0.419365026595743,0.1908764128989356,0.19098479795640327,0.4997161663828247,0.668241370622323,0.3810679611650458,89,414204.9874408626,503064.8166332245,509630.4170980208,510470.38698712335,510833.70875874604,510874.0778444819,0,0.2880420460787278,0,0.419365026595743,70500.0,16500.0,30,0.34023437499999937,60000.0,4500.0,30,0.0029296875,18000.0,0.0,9,0.0009765625,6000.0,0.0,3
563,563,109500.0,94500.0,15000.0,73,63,10,0.13698630136986176,0.39824218749999807,0.18705212823275785,0.1878292270487125,0.4979297515252561,0.6310990052108005,0.40753424657533865,63,432894.22466103657,503693.5716573298,510631.8857798573,511586.20325283415,511628.93768422946,511633.6859543845,0,0.22142542873072638,0,0.39824218749999807,52500.0,10500.0,31,0.3499663254310333,43500.0,4500.0,29,0.0,9000.0,0.0,9,0.0,4500.0,0.0,4
564,564,108000.0,93000.0,15000.0,72,62,10,0.1388888888888876,0.4159386837121188,0.18716971143728872,0.18903903349717588,0.49503260242941177,0.6828240252897787,0.3680555555555518,62,407127.8336569436,503278.49273495376,509706.03443854005,511123.05366890837,511665.24032133777,511725.4832827188,0,0.22070813120792915,0,0.4159386837121188,49500.0,12000.0,31,0.33176359953703616,40500.0,3000.0,31,0.0,12000.0,0.0,8,0.0009765625,6000.0,0.0,3
565,565,154500.0,132000.0,22500.0,103,88,15,0.14563106796116412,0.4147839604591821,0.19211442389455724,0.19172477334358615,0.501015139027584,0.623325499412456,0.41504854368931765,88,437286.0225131449,505337.277861679,512166.3183974622,513230.3722733667,513265.66517962964,513269.5866136588,0,0.30094072246799014,0,0.4147839604591821,73500.0,16500.0,30,0.35015811011904685,63000.0,6000.0,30,0.0029296875,13500.0,0.0,6,0.0005859375,4500.0,0.0,3
566,566,108000.0,93000.0,15000.0,72,62,10,0.1388888888888876,0.4064453124999977,0.18941824776785626,0.19015169970828336,0.4980689984150604,0.6864406779661016,0.3611111111111074,62,407649.9066149649,503834.8423331883,511033.019897677,512514.4429925187,513210.90118150035,513288.2854247205,0,0.2091136081254857,0,0.4064453124999977,48000.0,10500.0,29,0.3506417410714273,42000.0,4500.0,29,0.0,12000.0,0.0,11,0.0005859375,6000.0,0.0,4
567,567,111000.0,94500.0,16500.0,74,63,11,0.1486486486486473,0.4181059966216194,0.18712179818557706,0.18967478070125673,0.4932274540572373,0.6084444444444445,0.4324324324324287,63,440777.8339967756,503910.0718892962,510788.66983718536,511288.7914912392,511572.1187403566,511603.5995458141,0,0.24589497222010145,0,0.4181059966216194,55500.0,13500.0,29,0.33038119612068884,43500.0,3000.0,29,0.0,9000.0,0.0,6,0.0,3000.0,0.0,3
568,568,159000.0,132000.0,27000.0,106,88,18,0.16981132075471592,0.42636718749999825,0.20044967296511557,0.1994425007239825,0.502518593557338,0.6547785547785547,0.38679245283018604,88,418131.5150628398,502444.9923143815,508688.9179458402,509806.9126917034,510088.70126514306,510120.0111066364,0,0.29745111322019113,0,0.42636718749999825,72000.0,18000.0,31,0.37152525436046396,64500.0,9000.0,31,0.0029296875,16500.0,0.0,8,0.0009765625,6000.0,0.0,3
569,569,111000.0,91500.0,19500.0,74,61,13,0.17567567567567408,0.44984809027777495,0.19549677472461596,0.19987725587419033,0.48892452623072497,0.6274060494958753,0.4121621621621585,61,428800.7717026794,502193.87357835844,507170.6694083661,508385.3974454507,508804.16696284217,508850.696909219,0,0.23811351013748122,0,0.44984809027777495,54000.0,16500.0,29,0.3321390086206889,43500.0,3000.0,30,0.0,9000.0,0.0,9,0.0,4500.0,0.0,4
570,570,112500.0,99000.0,13500.0,75,66,9,0.11999999999999893,0.36884191176470443,0.1825587852328424,0.18257777911001896,0.4999507200020393,0.6605213715359324,0.38333333333332975,66,419248.58390505676,501504.01702821255,507675.8269692883,509075.92310841975,509466.07412058284,509509.4242330454,0,0.22424355223854364,0,0.36884191176470443,51000.0,7500.0,32,0.3613932291666652,45000.0,6000.0,31,0.0,12000.0,0.0,8,0.0,4500.0,0.0,3
571,571,160500.0,133500.0,27000.0,107,89,18,0.16822429906541952,0.43842677696078247,0.19836692489495733,0.1983980882799873,0.4999214563184682,0.6387525106003125,0.4042056074766329,89,424276.30636042584,502116.49575489387,508477.4064880915,509299.5340889227,509317.1031852065,509319.0553070158,0,0.31012354686546506,0,0.43842677696078247,76500.0,21000.0,31,0.35015811011904685,63000.0,6000.0,30,0.00390625,15000.0,0.0,6,0.0009765625,6000.0,0.0,3
572,572,112500.0,91500.0,21000.0,75,61,14,0.186666666666665,0.4141314338235271,0.20199398496797802,0.202121287580163,0.4996874582000583,0.646551724137931,0.38999999999999635,61,421319.664187693,502556.3608854227,509444.04328057915,510453.4451913275,510467.80329949746,510469.39864484966,0,0.2195745272178307,0,0.4141314338235271,51000.0,12000.0,30,0.393844506048385,46500.0,9000.0,29,0.0,10500.0,0.0,11,0.0,4500.0,0.0,4
573,573,111000.0,94500.0,16500.0,74,63,11,0.1486486486486473,0.40642361111110903,0.18836506226053557,0.18953165501665367,0.4969155997343178,0.6274060494958753,0.4121621621621585,63,431555.6528363745,502241.9700203724,511159.32104849664,511798.70378848317,511922.1429316686,511935.85839202255,0,0.2365514061753587,0,0.40642361111110903,54000.0,12000.0,30,0.3470366379310333,43500.0,4500.0,29,0.0,9000.0,0.0,6,0.0,4500.0,0.0,3
574,574,160500.0,136500.0,24000.0,107,91,16,0.1495327102803729,0.4167317708333317,0.19474321705426292,0.19434193069916622,0.50103135761045,0.6657943707839032,0.3761682242990627,91,415494.16602741164,502547.27668757737,511526.5278385915,512667.2956620585,512956.3098558819,512988.4225440845,0,0.29332195550692525,0,0.4167317708333317,72000.0,16500.0,30,0.35931140988372,64500.0,7500.0,32,0.001953125,16500.0,0.0,9,0.0009765625,7500.0,0.0,4
575,575,109500.0,90000.0,19500.0,73,60,13,0.1780821917808203,0.43934151785714015,0.19660295758928475,0.19929116852011172,0.49321259485933117,0.6153579676674364,0.421232876712325,60,437523.9611294286,503859.4915291108,510973.6938149642,511887.80160165,511890.79397914466,511891.1264655329,0,0.22916021845905418,0,0.43934151785714015,52500.0,15000.0,30,0.34707031249999887,45000.0,4500.0,30,0.0,9000.0,0.0,8,0.0,3000.0,0.0,3
576,576,112500.0,96000.0,16500.0,75,64,11,0.14666666666666536,0.4002012310606039,0.19000746502321514,0.19054285643619845,0.49859573955928127,0.6623881300047103,0.37666666666666315,64,418051.8433061079,503259.299824791,510209.966309884,511630.91525215213,512109.4416629977,512162.61126420274,0,0.22319069752531348,0,0.4002012310606039,49500.0,10500.0,30,0.35982862903225665,46500.0,6000.0,30,0.0,12000.0,0.0,8,0.0,4500.0,0.0,3
577,577,157500.0,127500.0,30000.0,105,85,20,0.19047619047618927,0.434606186224488,0.20526991501542402,0.20414872186748392,0.5027384799780491,0.6340579710144928,0.4023809523809496,85,427703.5313206825,503801.170575846,510578.2201464713,511815.663876943,512491.33438797476,512566.40888920054,0,0.30578311704043204,0,0.434606186224488,73500.0,19500.0,28,0.38256722383720804,64500.0,10500.0,30,0.0029296875,13500.0,0.0,6,0.0009765625,6000.0,0.0,3
578,578,114000.0,97500.0,16500.0,76,65,11,0.1447368421052619,0.4025449810606039,0.19088637127321514,0.19117468315460037,0.4992466855969982,0.6779342723004694,0.3618421052631544,65,411469.38715471834,502884.2180425152,508958.22305168584,510354.537973644,510644.23502113647,510676.423581969,0,0.21708536630624328,0,0.4025449810606039,49500.0,10500.0,30,0.3604145665322567,46500.0,6000.0,32,0.0,12000.0,0.0,11,0.0005859375,6000.0,0.0,4
579,579,108000.0,96000.0,12000.0,72,64,8,0.11111111111111008,0.4007871685606039,0.17804509943181757,0.1808285568756541,0.49224713829957356,0.6371681415929203,0.3958333333333295,64,433717.18554062856,503492.6838002838,509299.6304284142,510246.44488351577,510656.43881444685,510701.9936956614,0,0.22411111733181266,0,0.4007871685606039,49500.0,10500.0,29,0.3113932291666663,45000.0,1500.0,31,0.0,9000.0,0.0,6,0.0,4500.0,0.0,4
580,580,160500.0,133500.0,27000.0,107,89,18,0.16822429906541952,0.40572916666666525,0.19979433001893868,0.1988826484509519,0.5022880125772442,0.6539296321681517,0.3855140186915862,89,420355.9176101765,503750.3848245591,509632.01671966614,510254.35252790956,510357.88609757205,510369.38982753456,0,0.2977830577376121,0,0.40572916666666525,72000.0,15000.0,31,0.39149502840908945,66000.0,12000.0,30,0.001953125,16500.0,0.0,9,0.0,6000.0,0.0,4
581,581,106500.0,90000.0,16500.0,71,60,11,0.15492957746478728,0.41769649621211874,0.1911917021780294,0.19281538893446643,0.4957743958071856,0.6211187777230163,0.4119718309859117,60,438040.3758491299,504179.6895597447,510024.77949717623,511288.7146045886,511748.53651216836,511799.62783523276,0,0.21765966063266498,0,0.41769649621211874,49500.0,12000.0,29,0.34707031249999887,45000.0,4500.0,29,0.0,9000.0,0.0,8,0.0,3000.0,0.0,2
582,582,109500.0,91500.0,18000.0,73,61,12,0.1643835616438341,0.3935546874999978,0.19536132812499896,0.19537159140280347,0.4999762924913622,0.6671256885327992,0.373287671232873,61,413684.86579382536,503663.9457457848,508720.9142734669,509758.6353308648,509829.06976304925,509836.89581106976,0,0.21726795463928428,0,0.38789062499999805,48000.0,9000.0,30,0.3935546874999978,45000.0,9000.0,30,0.0,12000.0,0.0,8,0.0,4500.0,0.0,3
583,583,154500.0,130500.0,24000.0,103,87,16,0.15533980582524173,0.40638297872340273,0.19422713672630498,0.19417635290326077,0.500132037658234,0.6262691853600945,0.40533980582524,87,435480.79056110035,504081.8236392066,510104.0281668853,511232.217397402,511941.2008917878,512019.9768356085,0,0.2945027723903749,0,0.40638297872340273,70500.0,15000.0,31,0.36954900568181714,66000.0,9000.0,30,0.0009765625,13500.0,0.0,8,0.0,4500.0,0.0,3
