time_interval,epoch,total_B_gen,total_B_adm,total_B_drop,total_N_gen,total_N_adm,total_N_drop,drop_ratio,P_q_max,P_q_mean,P_q_std,fairness_P,fairness_B,imbalance_B,lat_n,lat_mean_ns,lat_p50_ns,lat_p95_ns,lat_p99_ns,lat_p999_ns,lat_max_ns,reassignments,pred_risk_max,pcie_drop_pkts,P_q[0],B_q_gen[0],B_q_drop[0],K_q[0],P_q[1],B_q_gen[1],B_q_drop[1],K_q[1],P_q[2],B_q_gen[2],B_q_drop[2],K_q[2],P_q[3],B_q_gen[3],B_q_drop[3],K_q[3]
197,197,108000.0,108000.0,0.0,72,72,0,0.0,0.24257812499999998,0.06181640625,0.1043803705900988,0.2596624298071469,0.8382923673997412,0.24305555555555203,72,136844.95254043624,7965.772689815611,418957.18051016633,421374.03719079174,421982.0809390607,422049.641355535,0,0.109702906509512,0,0.24257812499999998,34500.0,0.0,30,0.0046875,42000.0,0.0,30,0.0,19500.0,0.0,16,0.0,12000.0,0.0,10
198,198,105000.0,105000.0,0.0,70,70,0,0.0,0.23964843749999998,0.06005859374999999,0.1036865205632284,0.2512266695447361,0.8737517831669044,0.19999999999999662,70,144645.9160591803,6842.482552645262,416322.54042221385,417321.5946024561,417449.298025914,417463.4872951871,0,0.12622213043274527,0,0.23964843749999998,36000.0,0.0,29,0.0005859375,36000.0,0.0,31,0.0,19500.0,0.0,13,0.0,13500.0,0.0,9
199,199,154500.0,154500.0,0.0,103,103,0,0.0,0.24355468749999998,0.064697265625,0.10331443957419519,0.28168547431140795,0.8541867954911433,0.2257281553398034,103,138657.19489904982,6737.7493204837665,413784.68626287475,415282.6715400217,415974.5321058712,416052.60783557035,0,0.19523257965500104,0,0.24355468749999998,51000.0,0.0,30,0.0103515625,57000.0,0.0,28,0.0029296875,28500.0,0.0,16,0.001953125,18000.0,0.0,10
200,200,105000.0,105000.0,0.0,70,70,0,0.0,0.237890625,0.0603515625,0.10251227328625781,0.2573918139409964,0.8737517831669044,0.19999999999999662,70,142767.76314739537,7196.370320351794,409919.6970963117,411430.53706466965,411944.76560594904,412001.90211053565,0,0.11785608410924293,0,0.237890625,36000.0,0.0,31,0.0035156249999999997,36000.0,0.0,29,0.0,19500.0,0.0,16,0.0,13500.0,0.0,11
201,201,111000.0,111000.0,0.0,74,74,0,0.0,0.234375,0.059326171875,0.10107156501271697,0.25625334292404267,0.8534912718204489,0.2229729729729697,74,140324.31808436522,8102.775745014194,407258.05373804894,408576.13998335693,408809.64932328614,408835.59480550047,0,0.13152551161095435,0,0.234375,37500.0,0.0,31,0.0029296875,40500.0,0.0,28,0.0,19500.0,0.0,13,0.0,13500.0,0.0,9
202,202,151500.0,151500.0,0.0,101,101,0,0.0,0.2392578125,0.0634765625,0.10151788758757808,0.28107640621361807,0.8630287648054146,0.21039603960395792,101,143297.25714989463,8814.106435148045,405888.77203475405,407457.63129584305,407821.0363209887,407861.41465711594,0,0.19694201691644245,0,0.2392578125,52500.0,0.0,30,0.0087890625,52500.0,0.0,29,0.00390625,28500.0,0.0,15,0.001953125,18000.0,0.0,10
203,203,111000.0,111000.0,0.0,74,74,0,0.0,0.2349609375,0.059912109375,0.10108260410189414,0.25997543299079917,0.8534912718204489,0.2229729729729697,74,139353.28094857262,8659.98178618867,403860.1434051123,405078.9952562203,405347.39728017955,405377.21972728614,0,0.11977873825896314,0,0.2349609375,37500.0,0.0,29,0.0046875,40500.0,0.0,30,0.0,19500.0,0.0,17,0.0,13500.0,0.0,11
204,204,109500.0,109500.0,0.0,73,73,0,0.0,0.23203125,0.058984375,0.09991422789468482,0.25844477412044725,0.8567524115755627,0.22260273972602418,73,134715.32423502347,7671.438429549336,401954.53016384726,403274.78253536863,403416.83084081823,403432.61398586817,0,0.1191480830888978,0,0.23203125,36000.0,0.0,29,0.0029296875,40500.0,0.0,30,0.0,19500.0,0.0,13,0.0009765625,13500.0,0.0,8
205,205,154500.0,154500.0,0.0,103,103,0,0.0,0.237890625,0.06279296875,0.10112911778991163,0.27825981028887403,0.8563932838230546,0.21601941747572573,103,142234.4866978975,8775.917486527003,399863.0897342589,401100.56222798,401649.13054648956,401710.8160657743,0,0.19995668339361938,0,0.237890625,54000.0,0.0,30,0.0087890625,54000.0,0.0,30,0.0029296875,28500.0,0.0,16,0.0015625,18000.0,0.0,11
206,206,105000.0,105000.0,0.0,70,70,0,0.0,0.2314453125,0.05888671875,0.09964082109331202,0.25886237349849894,0.8542538354253836,0.22142857142856798,70,139226.11667229407,8244.25139521109,399126.925547569,399890.50121695036,400394.79755767813,400450.83048442565,0,0.1093300596575129,0,0.2314453125,36000.0,0.0,31,0.0041015625,37500.0,0.0,29,0.0,19500.0,0.0,16,0.0,12000.0,0.0,10
207,207,130500.0,130500.0,0.0,87,87,0,0.0,0.2314453125,0.059814453125,0.09909192487611226,0.2670578918332117,0.8716029479502534,0.2040229885057443,87,143344.2397050879,7816.370249006897,397075.33798102883,398480.3403567544,398516.65203267627,398520.68666333426,0,0.16240055160753464,0,0.2314453125,46500.0,0.0,31,0.0029296875,43500.0,0.0,31,0.001953125,22500.0,0.0,13,0.0029296875,18000.0,0.0,9
208,208,136500.0,136500.0,0.0,91,91,0,0.0,0.2314453125,0.060253906249999996,0.09886416053433711,0.2708412185716928,0.8297595190380761,0.2499999999999971,91,133372.48107181903,8078.560843894258,396352.36269854987,397884.4451314324,397981.67105930246,397992.4739401769,0,0.14998325468397297,0,0.2314453125,45000.0,0.0,30,0.0068359375,52500.0,0.0,31,0.0021484374999999997,25500.0,0.0,16,0.0005859375,13500.0,0.0,11
209,209,112500.0,112500.0,0.0,75,75,0,0.0,0.2296875,0.058300781249999996,0.09896057661759708,0.2576556880594996,0.8496978851963746,0.22333333333333005,75,139156.18085954463,7966.537562862039,395551.789149463,397370.0084159884,398074.28596690117,398152.5390281137,0,0.12249852030959821,0,0.2296875,39000.0,0.0,29,0.0035156249999999997,40500.0,0.0,30,0.0,19500.0,0.0,16,0.0,13500.0,0.0,10
210,210,151500.0,151500.0,0.0,101,101,0,0.0,0.2345703125,0.06318359374999999,0.0989629858161399,0.2895845871813496,0.8630287648054146,0.21039603960395792,101,138639.97059061052,7124.256031241268,393884.2407366559,395357.08725898433,395367.52024744067,395368.6794683803,0,0.1817753784744405,0,0.2345703125,52500.0,0.0,30,0.0083984375,52500.0,0.0,30,0.005859375,28500.0,0.0,13,0.00390625,18000.0,0.0,8
211,211,115500.0,115500.0,0.0,77,77,0,0.0,0.23027343749999998,0.059619140625,0.09855546694707011,0.26790571362613624,0.8388511601584606,0.2370129870129838,77,135372.70483025734,8394.331674520858,392829.7377413673,394227.49432959955,394391.0769893113,394409.2528403904,0,0.11648587896433972,0,0.23027343749999998,39000.0,0.0,30,0.0064453125,43500.0,0.0,29,0.0017578124999999998,19500.0,0.0,16,0.0,13500.0,0.0,13
212,212,105000.0,105000.0,0.0,70,70,0,0.0,0.226171875,0.057275390625,0.09751976546433795,0.25648007534565787,0.8542538354253836,0.22142857142856798,70,136637.1406604473,8279.204207996372,390896.001195658,392535.5886426378,392694.73774417996,392712.42097768467,0,0.1093501175706386,0,0.226171875,36000.0,0.0,31,0.0029296875,37500.0,0.0,31,0.0,19500.0,0.0,16,0.0,12000.0,0.0,8
213,213,162000.0,162000.0,0.0,108,108,0,0.0,0.2330078125,0.063623046875,0.09783658885792293,0.29720445835833664,0.8526315789473684,0.22222222222221988,108,135939.61718642985,8348.716919612605,390091.6210815,391163.6271647606,391290.0496006809,391304.99370816257,0,0.19657687353905326,0,0.2330078125,55500.0,0.0,30,0.01171875,58500.0,0.0,30,0.005859375,28500.0,0.0,13,0.00390625,19500.0,0.0,9
214,214,105000.0,105000.0,0.0,70,70,0,0.0,0.2255859375,0.058154296875000004,0.09668534695793221,0.26566826533585747,0.8725071225071225,0.20714285714285374,70,130070.44261706517,7915.18800643459,387688.17910019204,388766.020281914,389319.1490508504,389380.6078029545,0,0.09494862576162266,0,0.2255859375,34500.0,0.0,31,0.0052734374999999995,37500.0,0.0,30,0.0017578124999999998,19500.0,0.0,16,0.0,13500.0,0.0,13
215,215,115500.0,115500.0,0.0,77,77,0,0.0,0.22265625,0.056787109375,0.09577319013279065,0.2601219180750435,0.8572874493927125,0.21753246753246436,77,132905.7853895943,8065.885274001397,386477.05799492187,387803.7898159785,388460.55262091674,388533.5262659099,0,0.12570204835643878,0,0.22265625,39000.0,0.0,31,0.0035156249999999997,42000.0,0.0,31,0.0,19500.0,0.0,16,0.0009765625,15000.0,0.0,9
216,216,151500.0,151500.0,0.0,101,101,0,0.0,0.2275390625,0.06083984375,0.09626642854860114,0.2854166727947124,0.8624450456543794,0.21534653465346287,101,131089.84667208968,7001.382179699838,383397.01275694,386208.5967057366,386786.7345521984,386850.9720906941,0,0.1779328488687392,0,0.2275390625,51000.0,0.0,29,0.0083984375,54000.0,0.0,31,0.0048828125,28500.0,0.0,14,0.0025390624999999997,18000.0,0.0,10
217,217,115500.0,115500.0,0.0,77,77,0,0.0,0.22265625,0.057568359374999996,0.09533544795707688,0.267203556970347,0.8572874493927125,0.21753246753246436,77,131008.31935410234,7285.223222654313,381169.1765839344,382961.0170123339,383664.0221411647,383742.1338221459,0,0.1172869759883949,0,0.22265625,39000.0,0.0,31,0.005859375,42000.0,0.0,29,0.0005859375,19500.0,0.0,17,0.001171875,15000.0,0.0,11
218,218,100500.0,100500.0,0.0,67,67,0,0.0,0.21855468749999998,0.055078125,0.09438596548076586,0.25402579962411115,0.8547220106626047,0.22014925373133964,67,132395.5685858366,7396.56758015696,379857.8320865046,381085.882480413,381370.0621436376,381401.6376617737,0,0.10168478697286756,0,0.21855468749999998,34500.0,0.0,30,0.0017578124999999998,36000.0,0.0,31,0.0,18000.0,0.0,13,0.0,12000.0,0.0,10
219,219,162000.0,162000.0,0.0,108,108,0,0.0,0.22636718749999998,0.0619140625,0.09498826205367963,0.2981732294211988,0.8526315789473684,0.22222222222221988,108,131615.8070936341,7213.3145541017875,378016.8623397299,378717.6942430296,379610.42688854993,379716.92736866605,0,0.19741388515109923,0,0.22636718749999998,55500.0,0.0,29,0.0115234375,58500.0,0.0,29,0.005859375,28500.0,0.0,13,0.00390625,19500.0,0.0,9
220,220,103500.0,103500.0,0.0,69,69,0,0.0,0.21855468749999998,0.05581054687499999,0.09397346566447849,0.260747491503522,0.8823202372127502,0.192028985507243,69,127316.47392472932,6368.382418405265,375892.38144292065,376943.37510922627,377423.0934060837,377476.39543906786,0,0.09329784558011478,0,0.21855468749999998,34500.0,0.0,31,0.0041015625,36000.0,0.0,30,0.0005859375,18000.0,0.0,17,0.0,15000.0,0.0,14
221,221,114000.0,114000.0,0.0,76,76,0,0.0,0.216796875,0.055224609375,0.0932988181894895,0.25946077309607646,0.8251428571428572,0.24999999999999667,76,130382.93539192027,8115.691570435185,374296.45864622877,375310.6755169828,375927.8117415492,375996.38243316766,0,0.12380554775286332,0,0.216796875,39000.0,0.0,29,0.0041015625,43500.0,0.0,29,0.0,19500.0,0.0,14,0.0,12000.0,0.0,8
222,222,148500.0,148500.0,0.0,99,99,0,0.0,0.2216796875,0.059375,0.09372415822226762,0.2863934004567866,0.86003861003861,0.2146464646464621,99,130465.10055869869,8438.453955162317,372536.0919032323,374477.06800070935,375480.75004591345,375592.2702731583,0,0.1757477088620029,0,0.2216796875,51000.0,0.0,29,0.0080078125,52500.0,0.0,31,0.0048828125,27000.0,0.0,13,0.0029296875,18000.0,0.0,9
223,223,112500.0,112500.0,0.0,75,75,0,0.0,0.2162109375,0.0556640625,0.09271986528888754,0.2649331748148653,0.827692760447322,0.24999999999999667,75,125911.75422216758,7671.589731040411,370465.20260689146,371474.48243255715,371752.2949165507,371783.1629703278,0,0.10785506078275578,0,0.2162109375,37500.0,0.0,31,0.005859375,43500.0,0.0,30,0.0005859375,19500.0,0.0,17,0.0,12000.0,0.0,11
224,224,103500.0,103500.0,0.0,69,69,0,0.0,0.212109375,0.053906249999999996,0.09134989248184867,0.25828980816860997,0.8423566878980892,0.23550724637680798,69,126138.00226107733,9787.193700838834,368564.2277115079,369935.221798658,370466.3722415567,370525.38895743433,0,0.10015243511555583,0,0.212109375,34500.0,0.0,30,0.0035156249999999997,39000.0,0.0,30,0.0,18000.0,0.0,13,0.0,12000.0,0.0,8
225,225,160500.0,160500.0,0.0,107,107,0,0.0,0.2169921875,0.059033203124999996,0.09125059519534455,0.29504232823456744,0.8415907086151132,0.23598130841121256,107,126270.89073980482,8731.701923408546,366854.4153995191,368311.85602042795,368800.5670385371,368855.88165790774,0,0.18973665876982293,0,0.2169921875,54000.0,0.0,31,0.011328125000000001,60000.0,0.0,32,0.0048828125,28500.0,0.0,14,0.0029296875,18000.0,0.0,9
226,226,105000.0,105000.0,0.0,70,70,0,0.0,0.212109375,0.054785156249999994,0.09087652620190963,0.2665612578489893,0.839041095890411,0.2357142857142822,70,129041.96679254349,11959.621419814415,366080.1387068803,367271.602552247,367280.1322887331,367281.08003723156,0,0.09840630999142348,0,0.212109375,36000.0,0.0,29,0.007031249999999999,39000.0,0.0,28,0.0,18000.0,0.0,17,0.0,12000.0,0.0,11
227,227,114000.0,114000.0,0.0,76,76,0,0.0,0.2091796875,0.053906249999999996,0.0896857688816491,0.2653964729536725,0.8213879408418657,0.2565789473684177,76,124101.02196679809,12810.80187988747,363289.94845420076,364486.50016622967,365007.0606065073,365064.900655427,0,0.1131928439510253,0,0.2091796875,37500.0,0.0,30,0.0064453125,45000.0,0.0,31,0.0,19500.0,0.0,13,0.0,12000.0,0.0,8
228,228,153000.0,153000.0,0.0,102,102,0,0.0,0.2140625,0.058544921874999996,0.08987902404944555,0.29789529741849125,0.8494448073154801,0.2254901960784288,102,129002.98411467834,15173.175016906112,361372.71273976803,362425.5891149699,363612.4947782061,363745.50397802796,0,0.17924405610125213,0,0.2140625,52500.0,0.0,30,0.01328125,55500.0,0.0,30,0.00390625,27000.0,0.0,14,0.0029296875,18000.0,0.0,9
229,229,115500.0,115500.0,0.0,77,77,0,0.0,0.20859375,0.05517578125,0.08869472662937944,0.27901755664141803,0.8193753454947484,0.2564935064935032,77,128106.61235329385,17426.185678842478,361088.83357780275,362143.8950097961,362797.42506643245,362870.0395171698,0,0.10944871942382348,0,0.20859375,39000.0,0.0,32,0.0115234375,45000.0,0.0,29,0.0005859375,19500.0,0.0,16,0.0,12000.0,0.0,11
230,230,105000.0,105000.0,0.0,70,70,0,0.0,0.205078125,0.053466796875,0.08760635179719346,0.2713943608446939,0.839041095890411,0.2357142857142822,70,130138.0813217533,19693.881981203333,360196.22682824824,361303.4873018459,361438.7179212583,361453.74354563747,0,0.10069752482665628,0,0.205078125,36000.0,0.0,30,0.0087890625,39000.0,0.0,30,0.0,18000.0,0.0,13,0.0,12000.0,0.0,8
231,231,163500.0,163500.0,0.0,109,109,0,0.0,0.21289062499999997,0.05957031249999999,0.08883230342112892,0.31019965820516027,0.8355133614627286,0.2408256880733921,109,129313.84590117692,22207.420694597997,357959.21139158943,359117.76297618175,359423.2088813607,359457.24996861536,0,0.18740823851091917,0,0.21289062499999997,55500.0,0.0,29,0.0205078125,61500.0,0.0,29,0.00390625,28500.0,0.0,15,0.0009765625,18000.0,0.0,11
232,232,106500.0,106500.0,0.0,71,71,0,0.0,0.2056640625,0.055078125,0.0871226210850909,0.28554606515883113,0.8486531986531987,0.2288732394366162,71,128959.96895320504,23986.465853552334,356451.0152823129,357932.23982349073,358472.84988583054,358532.9176705349,0,0.09099974921072101,0,0.2056640625,36000.0,0.0,31,0.014062499999999999,39000.0,0.0,29,0.0005859375,19500.0,0.0,16,0.0,12000.0,0.0,9
233,233,114000.0,114000.0,0.0,76,76,0,0.0,0.2033203125,0.053906249999999996,0.08641038660560475,0.2801541419496402,0.8251428571428572,0.24999999999999667,76,129698.26035793395,24395.68070184812,354587.9864651514,355684.45399236446,356239.89040807704,356301.60556537844,0,0.11324550157435938,0,0.2033203125,39000.0,0.0,30,0.0123046875,43500.0,0.0,32,0.0,19500.0,0.0,14,0.0,12000.0,0.0,8
234,234,151500.0,151500.0,0.0,101,101,0,0.0,0.208203125,0.057568359374999996,0.0871778142327684,0.30365489219477027,0.8630287648054146,0.21039603960395792,101,130992.22196005943,25091.79927883856,354367.88141055964,355154.1049122615,356120.13150741806,356227.46779576875,0,0.17117318393613631,0,0.208203125,52500.0,0.0,30,0.0171875,52500.0,0.0,30,0.0029296875,28500.0,0.0,16,0.001953125,18000.0,0.0,10
235,235,115500.0,115500.0,0.0,77,77,0,0.0,0.2044921875,0.054638671875,0.08670823316982287,0.2842273187602543,0.82210205213533,0.2499999999999969,77,132479.89615965885,24290.237014396116,353794.91571696254,355330.1315365447,355434.6718187522,355446.2874056641,0,0.11010196865808627,0,0.2044921875,40500.0,0.0,30,0.014062499999999999,43500.0,0.0,31,0.0,19500.0,0.0,16,0.0,12000.0,0.0,10
236,236,105000.0,105000.0,0.0,70,70,0,0.0,0.2015625,0.0533203125,0.0857212744997149,0.278977068689818,0.8542538354253836,0.22142857142856798,70,129743.3205230451,25945.4470202378,352550.31175829016,354152.00265025935,354755.0776232833,354822.08595361933,0,0.09434262863039072,0,0.2015625,36000.0,0.0,29,0.01171875,37500.0,0.0,29,0.0,19500.0,0.0,13,0.0,12000.0,0.0,8
237,237,162000.0,162000.0,0.0,108,108,0,0.0,0.2083984375,0.058935546875,0.08667930186917795,0.31614576416249796,0.8393782383419689,0.23611111111110872,108,129818.01883183261,27856.968959697057,350937.4643675003,352018.35336157546,352628.55713135406,352700.14975487906,0,0.1815298336313174,0,0.2083984375,55500.0,0.0,30,0.0224609375,60000.0,0.0,29,0.0029296875,28500.0,0.0,16,0.001953125,18000.0,0.0,10
238,238,103500.0,103500.0,0.0,69,69,0,0.0,0.2021484375,0.054345703125,0.08556029332103983,0.28747364829509686,0.8581470800288392,0.22101449275361973,69,126120.43533012741,28701.924550930038,348963.0936079241,350100.213018658,350670.1359782929,350733.46075158566,0,0.08017572141186839,0,0.2021484375,34500.0,0.0,29,0.015234375,37500.0,0.0,30,0.0,19500.0,0.0,16,0.0,12000.0,0.0,10
239,239,145500.0,145500.0,0.0,97,97,0,0.0,0.2060546875,0.05751953125,0.08602806174636805,0.3089360739620679,0.8204569236135333,0.24484536082473962,97,138417.573731829,28486.723064620048,346875.8341565963,347675.9305965074,348139.27320244873,348190.75571422,0,0.17117672822134483,0,0.2060546875,54000.0,0.0,32,0.019140625,52500.0,0.0,31,0.001953125,22500.0,0.0,13,0.0029296875,16500.0,0.0,8
240,240,123000.0,123000.0,0.0,82,82,0,0.0,0.202734375,0.055615234374999996,0.08520947114391529,0.2987414771948274,0.8638232271325796,0.2195121951219483,82,120812.17758231628,30363.961763969623,346716.74039579695,348787.0538747926,349346.1096724806,349408.22698333487,0,0.09853855968874434,0,0.202734375,39000.0,0.0,29,0.017578125,45000.0,0.0,30,0.0021484374999999997,25500.0,0.0,16,0.0,13500.0,0.0,12
241,241,117000.0,117000.0,0.0,78,78,0,0.0,0.20097656249999998,0.054638671874999996,0.08479243966264971,0.29340514544930935,0.8357142857142857,0.23717948717948412,78,130624.30155086155,31260.225750904996,346352.8577304715,347619.6768370691,348262.86464234145,348334.3299540384,0,0.11181243802418966,0,0.20097656249999998,40500.0,0.0,30,0.017578125,43500.0,0.0,29,0.0,19500.0,0.0,16,0.0,13500.0,0.0,9
242,242,150000.0,150000.0,0.0,100,100,0,0.0,0.20488281249999998,0.059521484374999996,0.08438431017337451,0.33223620959959793,0.8417508417508418,0.23499999999999743,100,128569.83543029393,33432.05502126645,343146.31087623,345431.0444367564,346271.09544600395,346364.43444703147,0,0.15709186581510967,0,0.20488281249999998,51000.0,0.0,30,0.025390625,55500.0,0.0,29,0.0048828125,27000.0,0.0,13,0.0029296875,16500.0,0.0,8
243,243,120000.0,120000.0,0.0,80,80,0,0.0,0.2015625,0.056103515624999996,0.08442216190880332,0.30634770006016704,0.857449088960343,0.2187499999999969,80,127308.88815843966,33762.92953657638,342207.2925543456,343346.12646547565,343803.6613599137,343854.4985704068,0,0.10590125165771945,0,0.2015625,40500.0,0.0,30,0.0216796875,43500.0,0.0,30,0.001171875,21000.0,0.0,17,0.0,15000.0,0.0,13
244,244,106500.0,106500.0,0.0,71,71,0,0.0,0.1974609375,0.054052734374999994,0.08314985262272218,0.2970589805763198,0.8486531986531987,0.2288732394366162,71,128091.17694318546,35662.146218940616,341615.66066138307,342929.9005682503,343506.8669358824,343570.97431006376,0,0.09074569529539474,0,0.1974609375,36000.0,0.0,31,0.01875,39000.0,0.0,31,0.0,19500.0,0.0,15,0.0,12000.0,0.0,8
245,245,165000.0,165000.0,0.0,110,110,0,0.0,0.20625,0.061132812499999994,0.08433995402084518,0.34443006911875346,0.8463905987688864,0.22727272727272485,110,130115.60869050898,35569.119548915885,340579.2497052656,341758.0437184227,342595.6801402779,342692.5296667963,0,0.18359611253964175,0,0.20625,57000.0,0.0,29,0.028515625,60000.0,0.0,30,0.005859375,28500.0,0.0,13,0.00390625,19500.0,0.0,9
246,246,105000.0,105000.0,0.0,70,70,0,0.0,0.1986328125,0.055371093749999996,0.08316030340626512,0.30716393416542115,0.8542538354253836,0.22142857142856798,70,129059.15799985052,36597.71428881679,339407.61258516356,341068.0541235857,342417.9532386717,342567.9420292368,0,0.08269917361926613,0,0.1986328125,36000.0,0.0,31,0.0216796875,37500.0,0.0,30,0.001171875,19500.0,0.0,17,0.0,12000.0,0.0,12
247,247,115500.0,115500.0,0.0,77,77,0,0.0,0.1962890625,0.05419921875,0.08246172624045452,0.30168031262954575,0.8543227665706052,0.2240259740259709,77,122335.763691137,35512.025711639784,336960.8145854119,338017.54470082937,338200.9608184389,338221.34038706217,0,0.09927240753699161,0,0.1962890625,37500.0,0.0,29,0.0205078125,43500.0,0.0,31,0.0,19500.0,0.0,15,0.0,15000.0,0.0,10
248,248,150000.0,150000.0,0.0,100,100,0,0.0,0.19921874999999997,0.05859374999999999,0.08162333474205805,0.34007179293406387,0.8698677800974252,0.2049999999999974,100,126577.32950726218,36443.83993652603,335983.42379754374,337057.6672648387,338053.3329963636,338163.96252208855,0,0.16057757278897397,0,0.19921874999999997,51000.0,0.0,31,0.025390625,52500.0,0.0,30,0.005859375,27000.0,0.0,12,0.00390625,19500.0,0.0,9
249,249,114000.0,114000.0,0.0,76,76,0,0.0,0.19511718749999998,0.05434570312499999,0.08174235015914207,0.3065283548446184,0.8605482717520858,0.21710526315789158,76,122338.78959706546,34029.41015153797,334871.7579589677,336205.54846925614,336964.7673761089,337049.12503242586,0,0.09369871750397275,0,0.19511718749999998,37500.0,0.0,30,0.0216796875,42000.0,0.0,31,0.0005859375,19500.0,0.0,18,0.0,15000.0,0.0,14
250,250,103500.0,103500.0,0.0,69,69,0,0.0,0.191015625,0.052441406249999996,0.0803712124087824,0.29861706419235606,0.8631254532269761,0.2137681159420255,69,124575.06213220143,37110.193820176646,335128.93337176257,336080.32190530055,336693.5604883442,336761.6981086824,0,0.08641884106486708,0,0.191015625,34500.0,0.0,30,0.01875,37500.0,0.0,30,0.0,18000.0,0.0,13,0.0,13500.0,0.0,9
251,251,159000.0,159000.0,0.0,106,106,0,0.0,0.194921875,0.057812499999999996,0.07972279683200281,0.3446362018271037,0.870737755734656,0.20754716981131827,106,122104.19795055757,35333.18901077798,332425.56989215733,333448.2886420681,334172.9428864083,334257.34526328463,0,0.17052732007342764,0,0.194921875,52500.0,0.0,31,0.0275390625,57000.0,0.0,29,0.0048828125,28500.0,0.0,14,0.00390625,21000.0,0.0,10
252,252,102000.0,102000.0,0.0,68,68,0,0.0,0.188671875,0.052587890624999994,0.07902597842843227,0.30691797893429174,0.8665667166416792,0.21323529411764341,68,119111.79381973483,35377.3423675145,328436.0676830125,330076.49455760536,330654.9587573008,330719.23255726695,0,0.07258413536331534,0,0.188671875,33000.0,0.0,30,0.021093749999999998,37500.0,0.0,30,0.0005859375,18000.0,0.0,16,0.0,13500.0,0.0,13
253,253,111000.0,111000.0,0.0,74,74,0,0.0,0.18515625,0.050976562499999996,0.07784593713996395,0.3001248406142383,0.8534912718204489,0.2229729729729697,74,122387.22737350738,34750.89152473211,326518.3708206291,327314.61191410566,327406.77455903235,327417.0148529131,0,0.10417177112248831,0,0.18515625,37500.0,0.0,31,0.01875,40500.0,0.0,31,0.0,19500.0,0.0,14,0.0,13500.0,0.0,9
254,254,148500.0,148500.0,0.0,99,99,0,0.0,0.1890625,0.055615234375,0.07748731140123612,0.33999554472311766,0.86003861003861,0.2146464646464621,99,123442.95264834288,35563.58651872352,323963.06505447923,325848.6225604358,326684.33561103937,326777.192616662,0,0.1634205589513069,0,0.1890625,51000.0,0.0,30,0.024609375000000003,52500.0,0.0,29,0.0048828125,27000.0,0.0,13,0.00390625,18000.0,0.0,8
255,255,112500.0,112500.0,0.0,75,75,0,0.0,0.1845703125,0.0515625,0.0772604754113707,0.30815443756753697,0.8476491862567812,0.22999999999999665,75,119366.247089226,34277.57797031477,321461.42125468404,322914.38982574514,323353.01331378834,323401.74925690424,0,0.09260635480975707,0,0.1845703125,37500.0,0.0,30,0.021093749999999998,42000.0,0.0,30,0.0005859375,19500.0,0.0,17,0.0,13500.0,0.0,13
256,256,100500.0,100500.0,0.0,67,67,0,0.0,0.18046874999999998,0.049365234375,0.07600986564749823,0.29667023820961447,0.8547220106626047,0.22014925373133964,67,121793.8706290507,35751.735504793935,318876.3834369735,320426.4820386691,321115.10753026797,321191.62147377897,0,0.08383799702211145,0,0.18046874999999998,34500.0,0.0,30,0.0169921875,36000.0,0.0,31,0.0,18000.0,0.0,13,0.0,12000.0,0.0,8
257,257,165000.0,165000.0,0.0,110,110,0,0.0,0.18828124999999998,0.055224609375,0.07743683425087577,0.3371305603727736,0.8468645016797313,0.22272727272727044,110,124215.03762720876,34788.147033250425,317292.8965089343,318861.1104020048,319470.77255892556,319541.4127534572,0,0.1894611140782938,0,0.18828124999999998,58500.0,0.0,31,0.0267578125,58500.0,0.0,29,0.00390625,28500.0,0.0,15,0.001953125,19500.0,0.0,11
258,258,102000.0,102000.0,0.0,68,68,0,0.0,0.181640625,0.050244140625,0.07627139119751165,0.3026354359836649,0.85,0.22058823529411398,68,123828.1726068238,35934.64498711238,316779.72316021204,317773.5325705941,318190.37686100946,318236.69289327785,0,0.0764881958127207,0,0.181640625,36000.0,0.0,30,0.0193359375,36000.0,0.0,30,0.0,18000.0,0.0,16,0.0,12000.0,0.0,10
259,259,117000.0,117000.0,0.0,78,78,0,0.0,0.181640625,0.05009765625,0.07633115108430169,0.301074746521548,0.8366336633663366,0.23076923076922773,78,125596.70649215173,34340.366739665624,317287.9825463746,317772.4153339271,318342.29089301353,318405.6103995787,0,0.11197606090931803,0,0.181640625,42000.0,0.0,28,0.01875,42000.0,0.0,29,0.0,19500.0,0.0,13,0.0,13500.0,0.0,9
260,260,153000.0,153000.0,0.0,102,102,0,0.0,0.18945312499999997,0.05498046874999999,0.07801732081276412,0.3318331333764654,0.8494448073154801,0.2254901960784288,102,126806.98845768398,35794.77152136993,317982.4675876581,319693.5470728469,319898.77817278367,319921.03176249284,0,0.16456428074983512,0,0.18945312499999997,55500.0,0.0,29,0.02265625,52500.0,0.0,31,0.0048828125,27000.0,0.0,13,0.0029296875,18000.0,0.0,9
261,261,117000.0,117000.0,0.0,78,78,0,0.0,0.1857421875,0.051708984374999996,0.07782319328644617,0.30627293148997453,0.8366336633663366,0.23076923076922773,78,126841.51195982328,35307.89467572095,319969.6219363538,321324.4184833593,322020.3705929969,322097.69860517886,0,0.09794014286897197,0,0.1857421875,42000.0,0.0,29,0.0205078125,42000.0,0.0,29,0.0005859375,19500.0,0.0,17,0.0,13500.0,0.0,12
